,lender_name,lender_id,advertiser_name,advertiser_id,match_index,score
1871,WEST VIRGINIA FEDERAL CREDIT UNION,5-0000017057,West VA Federal Credit Union,1207.0,535.0,85.39217751038456
1872,Mid-Atlantic FCU,5-0000018716,,,,
1873,Johns Hopkins Federal Credit Union,5-0000020623,Johns Hopkins Federal Credit Union,647.0,549.0,100.0
1874,Notre Dame Federal Credit Union,5-0000024034,Notre Dame Federal Credit Union,848.0,558.0,100.0
1875,CREDIT HUMAN FEDERAL CREDIT UN,5-0000024382,,,,
1876,Webster First Fedral Credit Union,5-0000024557,Webster First Federal Credit Union,1201.0,571.0,98.26929747956669
1877,Mountain America Federal Credi,5-0000024692,,,,
1878,America First Federal Credit U,5-0000024694,,,,
1879,Charlotte Metro Federal Credit Union,5-0000024808,Charlotte Metro Credit Union,254.0,586.0,86.93075951315357
1880,CU Network Services,5-0000024839,,,,
1881,TTCU Federal Credit Union,5-0000024887,UT Federal Credit Union,1133.0,543.0,86.57578318347132
1882,Northwest Community Credit Union,5-0000060276,Northwest Community Credit Union,844.0,590.0,100.0
1883,,5-0000060380,,,,
1884,BayPort Credit Union-Mortgage Center,5-0000061330,,,,
1885,Commonwealth Central Credit Union,5-0000061741,Commonwealth Central Credit Union,290.0,4387.0,100.0
1886,SunWest Educational Credit Union,5-0000065082,SunWest Educational Credit Union,1074.0,672.0,100.0
1887,Ocean State Credit Union,5-0000066595,,,,
1888,FCCU,5-0000067668,,,,
1889,Cornerstone Financial Credit Union,5-0000067972,,,,
1890,First South Financial Credit Union,5-0000068084,First South Financial Credit Union,463.0,8208.0,100.0
1891,TROPICAL FINANCIAL CREDIT UNION,5-0000068476,Tropical Financial Credit Union,1114.0,423.0,100.0
1892,Matadors Community Credit Union,5-0000068483,Matadors Community Credit Union,739.0,530.0,100.0
1893,Water and Power Community Credit Union,5-0000068493,Water & Power Community Credit Union,1198.0,575.0,92.79318125315545
1894,Better Mortgage Corporation,7-0870691650,,,,
1895,"CALIBER HOME LOANS, INC.",7-13-6131491,Caliber Home Loans Inc,218.0,4556.0,100.0
1896,AMERICAN ADVISORS GROUP,7-20-1832276,AAG American Advisors Group,12.0,14466.0,83.79951484568662
1897,Sovereign Lending Group Incororated,7-20-2471369,,,,
1898,Absolute Home Mortgage,7-22-3603829,Absolute Mortgage Co,46.0,14472.0,85.74750585142907
1899,"CARDINAL FINANCIAL COMPANY, LI",7-23-2470039,Cardinal Financial Co LP,235.0,10558.0,96.04703359452606
1900,MS Flynn Inc d/b/a Keystone Financial Services,7-25-1629231,,,,
1901,COMPEER FINANCIAL,7-41-1956286,,,,
1902,MERIWEST MORTGAGE COMPANY,7-47-0847332,,,,
1903,SIERRA PACIFIC MORTGAGE CO.INC,7-7056000000,Sierra Pacific Mortgage Co Inc,1027.0,828.0,88.58026330430505
1904,"EVERETT FINANCIAL, INC. DBA SU",7-75-2695327,,,,
1905,Umpqua Bank 2017,9-0000143662,,,,
1906,"FLAGSTAR BANK, FSB",9-0000146672,,,,
1907,NAVY FEDERAL CREDIT UNION,9-0000617677,Navy Federal Credit Union,814.0,470.0,100.0
1908,"TIAA, FSB",9-0002735146,,,,
1909,"CITIMORTGAGE, INC",9-13-3222578,,,,
1910,"SUNTRUST MORTGAGE, INC",9-54-0259290,,,,
1911,Members First Credit Union of N.H.,254900BLW96EF9AADU93,Members First Credit Union,754.0,612.0,89.50591434540529
1912,University of Wisconsin Credit Union,254900CN1DD55MJDFH69,,,,
1913,Platinum Home Mortgage Corporation,254900D8UVDBN0LNLV64,,,,
1914,CROSS VALLEY FEDERAL CREDIT UNION,254900L0XOVEOJWGQO95,Cross Valley Federal Credit Union,323.0,541.0,100.0
1915,Dutrac Community Credit Union,254900LIEBWBUKVDWP33,DuTrac Community Credit Union,350.0,667.0,100.0
1916,Gulf Winds Federal Credit Union,254900N33AYNKI4VCV72,Gulf Winds Federal Credit Union,543.0,582.0,100.0
1917,USAlliance Federal Credit Union,254900NZOY3XB2DNSZ34,USAlliance Federal Credit Union,1131.0,537.0,100.0
1918,Hatboro Federal Savings FA,254900PVPKN915ZIGZ02,Hatboro Federal Savings,573.0,383.0,93.70481016374245
1919,Slovenian Savings and Loan Association of Franklin-Conemaugh,254900QC9XDDY8OVYU54,,,,
1920,Union Federal Savings and Loan Association,254900TY6UTJ321IPS13,Union Federal Savings & Loan Assn,1141.0,349.0,85.77392487496608
1921,Premium Mortgage Corporation,254900XN7UWEWK13RO81,,,,
1922,MAIN,254900YPMNKIA6O0HC78,,,,
1923,Washington State Employees Credit Union,5493000FWM3I2HHQY149,Washington State Employees Credit Union,1196.0,577.0,100.0
1924,Franklin Mint Federal Credit Union,5493001CM06UK2XY3I18,Franklin Mint Federal Credit Union,483.0,545.0,100.0
1925,Landmark Bank National Association,5493001T5XHDLC6XNM27,,,,
1926,Mid-Hudson Valley Federal Credit Union,5493001VQ02LHMFEXJ21,Mid-Hudson Valley Federal Credit Union,771.0,531.0,100.0
1927,Heritage Trust Federal Credit Union,54930024QEEW6YDTWZ98,Heritage Trust Federal Credit Union,583.0,508.0,100.0
1928,Community Resource Federal Credit Union,5493002PPPIVY6G0AH03,Community Resource Federal Credit Union,296.0,3246.0,100.0
1929,MidWest America Federal Credit Union,54930030UYPZM65LOF37,Midwest America Federal Credit Union,778.0,443.0,100.0
1930,1st Advantage Federal Credit Union,5493003KBJMVUE7RQO90,1st Advantage Federal Credit Union,6.0,487.0,100.0
1931,AmeriChoice Federal Credit Union,54930047YMR4VOMFGS35,AmeriChoice Federal Credit Union,73.0,544.0,100.0
1932,Michigan State University Federal Credit Union,54930053SM8COVIPIY54,Michigan State University Federal Credit Union,766.0,555.0,100.0
1933,Knoxville TVA Employees Credit Union,54930074H8866HTIWU69,Knoxville TVA Employees Credit Union,664.0,732.0,100.0
1934,Tennessee Valley Federal Credit Union,5493007669OVCSCATP45,Tennessee Valley Federal Credit Union,1094.0,7962.0,100.0
1935,America First Federal Credit Union,5493007I0X1GRWIU8B34,America First Credit Union,74.0,581.0,85.75408624484585
1936,People First Federal Credit Union,5493007ZNQ6MSZ2J3966,People First Federal Credit Union,906.0,486.0,100.0
1937,Saco & Biddeford Savings Institution,5493008KJFFG6PYZ5914,Saco & Biddeford Savings Institution,1007.0,226.0,100.0
1938,South Central Bank National Association,5493008KRFDENOBVE608,,,,
1939,Security Service Federal Credit Union,5493008N1D96CHCTQC27,Security Service Federal Credit Union,1020.0,515.0,100.0
1940,Diamond Valley Federal Credit Union,549300ACR0JR0FZ47P31,Diamond Valley Federal Credit Union,339.0,525.0,100.0
1941,loanDepot LLC,549300AG64NHILB7ZP05,loanDepot.com Llc,1227.0,4710.0,82.85870409966516
1942,IH Mississippi Valley Credit Union,549300AR4BCLQFU47165,,,,
1943,Home State Bank National Association,549300AUFLERO59VGC71,,,,
1944,North Shore Bank a Co-operative Bank,549300B3J2ZHX7QFH171,,,,
1945,First Internet Bank,549300B81YWV4GBENI49,First Internet Bancorp,446.0,331.0,100.0
1946,SAFE  Federal Credit Union,549300BLQQL5GPC6OJ66,,,,
1947,AimLoan.com,549300BOXNV8VLRBDT24,,,,
1948,Home Point Financial Corporation,549300BRJZYHYKT4BJ84,,,,
1949,Absolute Home Mortgage Corporation,549300D4ZYLSQ5LMTV35,,,,
1950,Alaska USA Federal Credit Union,549300DK7QID2ZON6Q55,Alaska USA Federal Credit Union,58.0,475.0,100.0
1951,THE LINCOLN NATIONAL BANK OF HODGENVILLE,549300DUOQ7XXHRKPG35,,,,
1952,First Financial Bank National Association,549300E0S1LZYZ9QNX81,,,,
1953,New American Funding (dba for Broker Solutions Inc),549300E2UX99HKDBR481,,,,
1954,Canvas Credit Union,549300E3QJQLKVB40W93,,,,
1955,Thumb Bank & Trust,549300EJVZTLWGR61E96,,,,
1956,Compeer Financial ACA,549300EWFHPBZH38K695,,,,
1957,NEWREZ LLC,549300FNXYY540N23N64,,,,
1958,Grow Financial Federal Credit Union,549300FOCEH0X0ZOR362,Grow Financial Federal Credit Union,534.0,4269.0,100.0
1959,Network Capital Funding Corporation,549300GQDT484LGI9C04,,,,
1960,Ruoff Home Mortgage,549300GSCUJKJINRJ980,Ruoff Home Mortgage,982.0,14491.0,100.0
1961,NOVA Financial & Investment Corporation dba: Nova Home Loans,549300HIVO8XPBPNVG69,,,,
1962,Roselle Bank,549300HMUOLWELP0MC24,,,,
1963,Cyprus Credit Union,549300HS714PZ0BMPN11,Cyprus Credit Union,325.0,621.0,100.0
1964,United Shore Financial Services LLC,549300HW662MN1WU8550,United Shore Financial Services Llc,1151.0,844.0,100.0
1965,"CHARLES SCHWAB BANK, SSB",549300INFJ8TYNZ1G568,Charles Schwab Corp,253.0,3846.0,86.43170346387573
1966,BFG FCU,549300ISBO500DQ50239,,,,
1967,Intrust Bank National Association,549300IXP5DNWSGY6F96,,,,
1968,Pearl Hawaii Federal Credit Union,549300JD50LHLWMWPN92,Pearl Harbor Federal Credit Union,903.0,451.0,86.19581978800962
1969,Middlesex Federal Savings,549300JPG4IUQOVV5C90,Middlesex Federal Savings,774.0,4120.0,100.0
1970,Associated Credit Union of Texas,549300JX4XZ2XQAMU684,Associated Credit Union Of TX,104.0,2454.0,94.94731807674836
1971,Metairie Bank and Trust Company,549300K3SVNVK97FCP36,Metairie Bank & Trust Co,763.0,207.0,86.87785643870728
1972,American Pacific Mortgage Corporation,549300KIOYNU323LVJ37,AMERICAN PACIFIC MORTGAGE CORP,36.0,5680.0,81.98293908239057
1973,El Dorado Savings Bank F.S.B.,549300KLBHBLTPBU7507,El Dorado Savings Bank,372.0,389.0,88.89445404912682
1974,Boeing Employees' Credit Union (BECU),549300KM40FP4MSQU941,Boeing Employees Credit Union,177.0,640.0,92.49110454842241
1975,Webster First Federal Credit Union,549300LI67PLCC1Z3P80,Webster First Federal Credit Union,1201.0,571.0,100.0
1976,First Federal Bank of the Midwest,549300LNUJ0IPK43UX33,,,,
1977,10064,549300M63SGBHKKBOE21,,,,
1978,Windsor Federal Savings and Loan Association,549300MKO88C3VZKD418,,,,
1979,Finance of America Mortgage LLC,549300MXJA09WZJ0DV55,Finance Of America Holdings Llc,422.0,13717.0,80.98401887762688
1980,White Sands Federal Credit Union,549300N53R53ZHSNZ234,White Sands Federal Credit Union,1214.0,492.0,100.0
1981,Denver Community Federal Credit Union,549300N6Q6IC190UPB76,Denver Community Credit Union,335.0,568.0,86.74073550180063
1982,Hickory Point Bank and Trust,549300NN5CG5Q640OV05,Hickory Point Bank & Trust,585.0,417.0,90.40653144166521
1983,Chartway Federal Credit Unon,549300NWKILSNQAIG053,Chartway Federal Credit Union,255.0,521.0,98.0962846040434
1984,Atlantic Capital Bank National Association,549300NYPTCONPN5C616,,,,
1985,Embassy Bank For The Lehigh Valley,549300PBL633P0UGLP11,Embassy Bank For The Lehigh Valley,373.0,3143.0,100.0
1986,Frontwave Credit Union,549300PEQH6YK4DH0490,,,,
1987,Peoples Security Bank and Trust Company,549300PJX0ZHPQ614C72,Peoples Security Bank & Trust,914.0,37.0,92.0905681486904
1988,Credit Human Federal Credit Union,549300Q3ROEQU3D1IW91,,,,
1989,The Canandaigua National Bank and Trust Company,549300RM7ARTTP3T1V93,Canandaigua National Corp,225.0,27.0,82.38068980457439
1990,First Federal Bank A FSB,549300ROGHTFGYNKE773,First Federal Bank Of FL,440.0,7027.0,82.23276631898068
1991,Capital Communications Federal Credit Union,549300RUF3KS47ETXV22,Capital Communications Federal Credit Union,229.0,498.0,100.0
1992,Atlantic Bay Mortgage Group LLC,549300RWXUAFD1WAE410,Atlantic Bay Mortgage Group Llc,106.0,9085.0,100.0
1993,"Vast Bank, N.A.",549300SEW263WB5KWU64,,,,
1994,NewDay Financial LLC dba NewDay USA,549300SUCQ1358EGVE89,,,,
1995,Members 1st Federal Credit Union,549300SWKVL60SKWK981,Members 1st Federal Credit Union,751.0,483.0,100.0
1996,NorthCountry Federal Credit Union,549300T2FOBK6WY4B349,NorthCountry Federal Credit Union,836.0,563.0,100.0
1997,American Eagle Financial Credit Union Inc.,549300TYBI78RNWPFB28,American Eagle Federal Credit Union,76.0,421.0,85.26258303846483
1998,envision Bank,549300UCNB01VMT4GV61,,,,
1999,La Capitol Federal Credit Union,549300V1ZDKDQXFW3339,LA Capitol Federal Credit Union,666.0,4290.0,100.0
2000,University of Kentucky Federal Credit Union,549300V5YG1VXZAU5G02,University Of KY Federal Credit Union,1161.0,560.0,91.6440504230628
2001,Cardinal Financial Company LP,549300VORTI31GZTJL53,Cardinal Financial Co LP,235.0,10558.0,100.0
2002,BANK OZK,549300VYK2WBD7SST478,Bank OZK,140.0,147.0,100.0
2003,WEOKIE Federal Credit Union,549300W8MJBUGW3ZLQ95,,,,
2004,South Carolina Federal Credit Union,549300WC12JROIUVWY16,South Carolina Federal Credit Union,1037.0,436.0,100.0
2005,First American Bank,549300WHACUOETOKO184,First American Bank Corp,426.0,215.0,100.0
2006,Merchants & Planters Bank,549300XBK37R056FL102,Merchants & Planters Bank,757.0,149.0,100.0
2007,Melrose Bank,549300XG34SHK1BHL795,,,,
2008,Mid-Atlantic Federal Credit Union,549300XRGNVNCISU8Q79,Mid-Atlantic Federal Credit Union,770.0,540.0,100.0
2009,Independent Financial,549300YCCZTMBHGTNQ79,,,,
2010,Rosedale Federal Savings & Loan,549300YHPEPV6KF30T16,Rosedale Federal Savings & Loan Assn,979.0,372.0,92.35591718883764
2011,Paramount Equity Mortgage LLC DBA LoanPal,549300YN94MOAVYW0F52,,,,
2012,The Farmers National Bank of Canfield,549300YNUT7D0FWKU636,,,,
2013,"Sterling Bank and Trust, FSB",549300ZEHLZ064G58146,Sterling Bank & Trust Fsb,1066.0,399.0,89.43850315184919
2014,Deutsche Bank Trust Company Americas,8EWQ2UQKS07AKK8ANH81,,,,
2015,CBNA,DRMSV1Q0EKMEXLAU1P80,,,,
2016,Heartland Bank and Trust Co,EFBDHEMMHTWI378O4988,Heartland Bank & Trust Co,580.0,7793.0,89.40664554420432
2017,The First National Bank of Long Island,WO4YNEKNSZNVVA7Q7C46,First National Bank Of Long Island,450.0,46.0,100.0
2018,Raymond James Bank National Association,ZXMJHJK466PBZTM5F379,,,,
2019,Freehold Bank,254900GOOLUL9LJMF172,,,,
2020,Gulf Winds Credit Union,254900N33AYNKI4VCV72,Gulf Winds Federal Credit Union,543.0,582.0,82.83608109000191
2021,Union Federal Savings & Loan Association,254900TY6UTJ321IPS13,Union Federal Savings & Loan Assn,1141.0,349.0,89.32588092171723
2022,Heritgage Federal Credit Union,254900YPMNKIA6O0HC78,Heritage Federal Credit Union,582.0,532.0,97.50421660762134
2023,Blue Foundry Bank,5493008TK613NXC2EN84,,,,
2024,MyPoint Credit Union,549300BYGLNAWS20VR43,,,,
2025,OceanBank,549300D4L76B477GHY32,,,,
2026,Thumb National Bank and Trust Company,549300EJVZTLWGR61E96,Thumb National Bank & Trust Co,1100.0,3825.0,91.31236757524134
2027,Coastal Credit Union,549300MRP46SVQMWOE81,COASTWAY CREDIT UNION,201.0,696.0,90.19986869211999
2028,First Seacoast Bank,549300QHFDNFAMLATM94,,,,
2029,Cobalt Credit Union,549300XUFWU3F35PWM42,,,,
2030,MAGNIFY ACREDIT UNION,549300YXJLBCBVRXUA41,,,,
2031,"ZIONS BANCORPORATION, N.A.",8WH0EE09O9V05QJZ3V89,,,,
2032,City and County Credit Union,984500DB378C704F4610,City & County Credit Union,269.0,589.0,90.26117077774161
2033,Truist Bank,JJKC32MCHWDI71265Z06,,,,
2034,"Fifth Third Bank, National Association",QFROUN1UWUYU0DVIWD51,,,,
2035,,,First Of America Bank Corp,455.0,4.0,
2036,,,PNC Financial Services Group Inc,884.0,6.0,
2037,,,First Horizon National Corp,445.0,8.0,
2038,,,TCF Financial Corp,1080.0,16.0,
2039,,,Citigroup Inc,262.0,17.0,
2040,,,LCNB Corp,668.0,21.0,
2041,,,Zions Bancorp,1224.0,28.0,
2042,,,Bank Of NY Mellon Corp,148.0,35.0,
2043,,,HUNTINGTON MTG CO,561.0,38.0,
2044,,,Huntington Bancshares Inc,611.0,39.0,
2045,,,Trustmark Corp,1120.0,42.0,
2046,,,Equity Bank,380.0,45.0,
2047,,,Regions Financial Corp,957.0,47.0,
2048,,,BOK Financial Corp,125.0,49.0,
2049,,,Capital One Financial Corp,232.0,50.0,
2050,,,Extraco Bank,386.0,51.0,
2051,,,KeyCorp,658.0,57.0,
2052,,,Money Store,784.0,58.0,
2053,,,American Mortgage,82.0,61.0,
2054,,,Abn Amro Holding Nv,45.0,63.0,
2055,,,Commerce Bancshares Inc,287.0,65.0,
2056,,,Champion Mortgage Co,251.0,74.0,
2057,,,Blue Ridge Bancshares Inc,176.0,75.0,
2058,,,Malvern Federal Bancorp Inc,735.0,79.0,
2059,,,Horizon National Bank,608.0,82.0,
2060,,,Toronto-Dominion Bank,1105.0,84.0,
2061,,,Johnson Financial Group,648.0,86.0,
2062,,,Harris Bancorp Inc,569.0,88.0,
2063,,,Bank Of Montreal,146.0,89.0,
2064,,,Deutsche Bank Ag,337.0,93.0,
2065,,,United Bankshares Inc,1146.0,99.0,
2066,,,HSBC Holdings Plc,560.0,101.0,
2067,,,Canadian Imperial Bank Of Commerce,224.0,106.0,
2068,,,Hilltop Holdings Inc,588.0,109.0,
2069,,,Truist Financial Corp,1116.0,113.0,
2070,,,Old Kent Financial Corp,864.0,123.0,
2071,,,Popular Inc,926.0,125.0,
2072,,,CENTENNIAL MORTGAGE INC,190.0,128.0,
2073,,,1st Option,8.0,129.0,
2074,,,GRANITE MORTGAGE INC,500.0,130.0,
2075,,,IRWIN MORTGAGE CORP,622.0,131.0,
2076,,,RBC Financial Group,945.0,134.0,
2077,,,National Australia Bank Ltd,808.0,136.0,
2078,,,Associates Home Equity Services,105.0,140.0,
2079,,,ASSOCIATES HOUSING FINANCE,43.0,141.0,
2080,,,BNP Paribas,124.0,159.0,
2081,,,Southeastern Bank Financial Corp,1042.0,161.0,
2082,,,First Commonwealth Financial Corp,434.0,167.0,
2083,,,Fulton Financial Corp,492.0,168.0,
2084,,,Lendmark Financial Services Llc,692.0,177.0,
2085,,,Greenpoint Financial Corp,531.0,200.0,
2086,,,Prosperity Bancshares Inc,932.0,214.0,
2087,,,Citizens Financial Group Inc,265.0,217.0,
2088,,,Scb Bancorp Inc,1016.0,223.0,
2089,,,Bank of Newport,154.0,234.0,
2090,,,Firstbank Holding Co Of CO,468.0,246.0,
2091,,,Intl Bank Of Commerce,637.0,254.0,
2092,,,MARKET STREET MORTGAGE CORP,711.0,256.0,
2093,,,Banco Santander Central Hispano Sa,134.0,261.0,
2094,,,Northwest Bancshares Inc,841.0,273.0,
2095,,,Fremont General Corp,489.0,276.0,
2096,,,Synovus Financial Corp,1077.0,279.0,
2097,,,Peoples United Financial Inc,915.0,289.0,
2098,,,Towne Bank,1108.0,292.0,
2099,,,SHELTER MORTGAGE CO,989.0,312.0,
2100,,,Conseco Finance Corp,302.0,330.0,
2101,,,TowneBank,1110.0,333.0,
2102,,,Renasant Corp,959.0,335.0,
2103,,,Stoneham Savings Bank,1068.0,345.0,
2104,,,Capitol Federal Financial Inc,234.0,352.0,
2105,,,Liberty Federal,696.0,357.0,
2106,,,Bell Federal S&l Assn,169.0,358.0,
2107,,,Kearny Financial Corp,651.0,364.0,
2108,,,Indymac Federal Bank,629.0,376.0,
2109,,,Prudential Financial Inc,936.0,380.0,
2110,,,Barclays Plc,159.0,388.0,
2111,,,Downey S&L Assn,349.0,390.0,
2112,,,ACTION MORTGAGE,19.0,395.0,
2113,,,WSFS Financial Corp,1193.0,396.0,
2114,,,United Services Automobile Assn,1150.0,398.0,
2115,,,Dollar Bank,345.0,400.0,
2116,,,Mutual Of Omaha Insurance Co,793.0,403.0,
2117,,,GREATER ATLANTIC MORTGAGE CORP,503.0,406.0,
2118,,,Franklin Savings Bank FSB,484.0,408.0,
2119,,,Raymond James Financial Inc,953.0,409.0,
2120,,,Golden West Financial Corp,521.0,411.0,
2121,,,HomeTrust Banking Partnership,597.0,413.0,
2122,,,Staten Island Savngs Bank,1063.0,416.0,
2123,,,CREDIT UNION MORTGAGE,213.0,427.0,
2124,,,Hawaii Schools Federal Credit Union,575.0,447.0,
2125,,,BEAVER VALLEY FEDERAL CREDIT UNION,115.0,466.0,
2126,,,Family First Federal Credit Union,412.0,468.0,
2127,,,Keesler Federal Credit Union,652.0,471.0,
2128,,,Dearborn Federal Credit Union,330.0,478.0,
2129,,,Merck Sharp & Dohme Federal Credit Union,758.0,480.0,
2130,,,Abilene Teachers Federal Credit Union,44.0,484.0,
2131,,,BANK @LANTEC FIN FED CREDIT UNION,112.0,493.0,
2132,,,Yolo Federal Credit Union,1223.0,503.0,
2133,,,FIRST CHARTER FEDERAL CREDIT UNION,392.0,506.0,
2134,,,University Of HI Federal Credit Union,1160.0,511.0,
2135,,,Virginia Beach Schools Federal Credit Union,1180.0,524.0,
2136,,,WARRICK FEDERAL CREDIT UNION,1186.0,533.0,
2137,,,BEACH MUNICIPAL FED CREDIT UNION,114.0,548.0,
2138,,,IH MS Valley Credit Union,615.0,591.0,
2139,,,Weokie Credit Union Foundation,1203.0,592.0,
2140,,,Consumers Professional Credit Union,304.0,611.0,
2141,,,Members Choice Credit Union,752.0,629.0,
2142,,,GRAND RAPIDS FEDERAL EMP CRDT UN,499.0,631.0,
2143,,,RIVERSIDE COUNTY CREDIT UNION,948.0,642.0,
2144,,,Collins Credit Union,279.0,649.0,
2145,,,Boeing Wichita Credit Union,178.0,654.0,
2146,,,PSECU PA State Employee Credit Union,892.0,665.0,
2147,,,Credit Union Of CO,318.0,669.0,
2148,,,SOUTHERN SELECT CREDIT UNION,993.0,688.0,
2149,,,1ST SECURITY CREDIT UNION,5.0,703.0,
2150,,,Enterprise Credit Union,376.0,711.0,
2151,,,BROCKTON CREDIT UNION,129.0,720.0,
2152,,,EECU Credit Union,356.0,727.0,
2153,,,Campus USA Credit Union,223.0,750.0,
2154,,,PSCU Inc,891.0,755.0,
2155,,,MORTGAGE USA,729.0,763.0,
2156,,,Ally Financial Inc,66.0,766.0,
2157,,,SUNSHINE MORTGAGE CORP,1002.0,769.0,
2158,,,WINDSOR FINANCIAL MORTGAGE CORP,1188.0,771.0,
2159,,,GRAYSTONE MORTGAGE CORP,501.0,772.0,
2160,,,EQUITY FINANCIAL,360.0,775.0,
2161,,,Bombardier Inc,181.0,777.0,
2162,,,Central States Mortgage,246.0,779.0,
2163,,,SOUTHLAND MORTGAGE LLC,994.0,782.0,
2164,,,Johnson Mortgage Co Llc,649.0,783.0,
2165,,,FIRST CITY FUNDING,394.0,785.0,
2166,,,BRIDGE CAPITAL CORP,126.0,787.0,
2167,,,CONTINENTAL MORTGAGE CORP USA,211.0,788.0,
2168,,,Credit Union National Assn Inc,316.0,790.0,
2169,,,HOMESTAR INDUSTRIES INC,556.0,793.0,
2170,,,GERSHMAN MORTGAGE,497.0,800.0,
2171,,,PHH Corp,881.0,803.0,
2172,,,Mid America Mortgage Inc,768.0,808.0,
2173,,,AEGIS LENDING CORP,21.0,809.0,
2174,,,Midland Mortgage Corp,776.0,811.0,
2175,,,PulteGroup Inc,939.0,813.0,
2176,,,HOMEGOLD INC,554.0,819.0,
2177,,,GREAT ATLANTIC MORTGAGE,502.0,820.0,
2178,,,COMMUNITY LENDING SERVICES,205.0,821.0,
2179,,,STUART-WRIGHT MORTGAGE INC,999.0,822.0,
2180,,,CASTLE MORTGAGE,188.0,826.0,
2181,,,National Finance Co Inc,811.0,829.0,
2182,,,Delta Funding Corp,334.0,830.0,
2183,,,Nationwide Mutual Insurance Co,813.0,831.0,
2184,,,EAGLE MORTGAGE INC,354.0,833.0,
2185,,,UNITED CAPITAL MORTGAGE CORP,1128.0,834.0,
2186,,,FINET.COM INC,390.0,836.0,
2187,,,Interstate Home Loan Center Inc,636.0,838.0,
2188,,,MARINA MORTGAGE CO,710.0,840.0,
2189,,,Rock Holdings Inc,975.0,849.0,
2190,,,FIRST GUARANTY FINANCIAL CORP,397.0,851.0,
2191,,,AMERICAN SECURITY MORTGAGE,38.0,852.0,
2192,,,FIRST SAVINGS MORTGAGE CORP,402.0,857.0,
2193,,,FAMILY HOME MORTGAGE,388.0,858.0,
2194,,,HCL FINANCE,547.0,860.0,
2195,,,First OH Mortgage Corp,454.0,865.0,
2196,,,CAMBRIDGE MORTGAGE CORP,187.0,870.0,
2197,,,CONCORDE ACCEPTANCE CORP,208.0,871.0,
2198,,,Allied Mortgage Capital Corp,64.0,873.0,
2199,,,SUMMIT MORTGAGE CORP,1001.0,880.0,
2200,,,H&R Block Inc,544.0,881.0,
2201,,,Moneycorp,785.0,883.0,
2202,,,FIRST NATIONAL FUNDING CORP,399.0,884.0,
2203,,,TAM EQUITY CORP,1079.0,887.0,
2204,,,4ADREAM.COM,11.0,890.0,
2205,,,NATION ONE MORTGAGE CO INC,796.0,891.0,
2206,,,HERITAGE PLAZA MORTGAGE INC,548.0,893.0,
2207,,,ALLIANCE MORTGAGE BANKING CORP,24.0,894.0,
2208,,,Gamco Investors Inc,508.0,897.0,
2209,,,Ameriquest Capital Corp,86.0,904.0,
2210,,,Americorp Funding,85.0,908.0,
2211,,,BNC Mortgage Inc,123.0,910.0,
2212,,,FIELDSTONE HOLDINGS CORP,389.0,916.0,
2213,,,YES CAPITAL FUNDING INC,1222.0,921.0,
2214,,,EAST/WEST MORTGAGE CO,355.0,1149.0,
2215,,,Spirit Bank,1054.0,1171.0,
2216,,,E-Trade Financial Corp,353.0,1311.0,
2217,,,State Farm Mutual Auto Ins Co,1062.0,1341.0,
2218,,,AIG American Intl Group Inc,22.0,1344.0,
2219,,,Lakeland Mortgage Corp,683.0,1700.0,
2220,,,SLM Corp,990.0,1716.0,
2221,,,HomeBancorp Inc,596.0,1724.0,
2222,,,INTERTRUST MORTGAGE LLC,618.0,1726.0,
2223,,,JG Wentworth Co,642.0,1727.0,
2224,,,Republic Mortgage Home Loans Llc,962.0,1732.0,
2225,,,COMMUNITY RESOURCE MORTGAGE INC,206.0,1991.0,
2226,,,NORTHEAST MORTGAGE INC,805.0,2643.0,
2227,,,PACIFIC COAST MORTGAGE,875.0,2648.0,
2228,,,Franklin Financial Investor,482.0,2658.0,
2229,,,INSTAFI.COM,617.0,2676.0,
2230,,,First Alliance Mortgage,425.0,2759.0,
2231,,,EMPIRE MORTGAGE CO,357.0,2798.0,
2232,,,LOANSTREAM,675.0,2944.0,
2233,,,CITIZENS FIRST MORTGAGE,196.0,3115.0,
2234,,,MOUNT VERNON MORTGAGE CORP,732.0,3600.0,
2235,,,PAUL KAREM MORTGAGE INC,880.0,3630.0,
2236,,,AMERISAVE MORTGAGE CORP,39.0,3642.0,
2237,,,AMSTAR MORTGAGE INC,41.0,3645.0,
2238,,,Hamilton National Mortgage Co,564.0,3650.0,
2239,,,BLS FUNDING CORP,121.0,3655.0,
2240,,,Southwest Business Corp,1049.0,3704.0,
2241,,,TOWN SQUARE MORTGAGE LLC,1084.0,3779.0,
2242,,,Wintrust Financial Corp,1218.0,3839.0,
2243,,,American Capital Corp,75.0,3865.0,
2244,,,Anchorbank,89.0,4062.0,
2245,,,OneMain Holdings Inc,871.0,4534.0,
2246,,,GREENPARK MORTGAGE,504.0,4537.0,
2247,,,Equity Mgt Group Inc,381.0,4581.0,
2248,,,Newday Financial,831.0,4625.0,
2249,,,CHOICE MORTGAGE SERVICES INC,194.0,4670.0,
2250,,,IRWIN HOME EQUITY CORP,621.0,4810.0,
2251,,,GE General Electric Co,495.0,5131.0,
2252,,,TIAA Teachers Insurance & Annuity Assn,1082.0,5133.0,
2253,,,Truservice Community Federal Credit Union,1118.0,5278.0,
2254,,,4-0330703444,10.0,5495.0,
