,lender_name,lender_id,advertiser_name,advertiser_id,match_index,score
641,USE CREDIT UNION,5-0000060801,USE CREDIT UNION,1132.0,609.0,100.0
642,CAPITAL CREDIT UNION,5-0000060884,Capital Credit Union,230.0,610.0,100.0
643,VALLEY CREDIT UNION,5-0000060930,VALLEY CREDIT UNION,1165.0,616.0,100.0
644,MEMBERS FIRST CREDIT UNION,5-0000060952,Members First Credit Union,754.0,612.0,100.0
645,"CHACO CREDIT UNION, INC.",5-0000060954,Chaco Credit Union Inc,250.0,613.0,100.0
646,SAN DIEGO METROPOLITAN CREDIT,5-0000061003,San Diego Metropolitan Credit Union,1013.0,614.0,90.65681243168795
647,SAN DIEGO COUNTY CREDIT UNION,5-0000061004,San Diego County Credit Union,1012.0,615.0,100.0
648,SEVEN SEVENTEEN CREDIT UNION,5-0000061077,Seven Seventeen Credit Union,1022.0,617.0,100.0
649,DEERE HARVESTER CREDIT UNION,5-0000061093,DEERE HARVESTER CREDIT UNION,326.0,618.0,100.0
650,FIRST FLORIDA CREDIT UNION,5-0000061170,First FL Credit Union,438.0,619.0,87.15852272600199
651,KALSEE CREDIT UNION,5-0000061219,Kalsee Credit Union,650.0,620.0,100.0
652,ARIZONA STATE SAVINGS & CU,5-0000061315,,,,
653,NWPRT NEWS SHPBLDG EMPL CU,5-0000061330,,,,
654,DUPAGE CREDIT UNION,5-0000061446,Dupage Credit Union,352.0,1542.0,100.0
655,NUMARK CREDIT UNION,5-0000061447,Numark Credit Union,852.0,622.0,100.0
656,FLORIDA TELCO CREDIT UNION,5-0000061605,Florida Telco Credit Union,475.0,623.0,100.0
657,KEMBA FINANCIAL CREDIT UNION,5-0000061623,Kemba Financial Credit Union,655.0,4385.0,100.0
658,THE GOLDEN 1 CREDIT UNION,5-0000061650,Golden 1 Credit Union,519.0,625.0,100.0
659,NORTHWEST COMMUNITY CU,5-0000061716,Northwest Community Credit Union,844.0,590.0,80.23691875358394
660,COMMONWEALTH CENTRAL CREDIT UN,5-0000061741,Commonwealth Central Credit Union,290.0,4387.0,95.29145618929468
661,"KEMBA CREDIT UNION, INC",5-0000061810,Kemba Credit Union Inc,654.0,624.0,100.0
662,CREDIT UNION ONE,5-0000061922,Credit Union One,320.0,627.0,100.0
663,Melrose Credit Union,5-0000062005,Melrose Credit Union,749.0,628.0,100.0
664,DETROIT EDISON CREDIT UNION,5-0000062047,,,,
665,RIVER VALLEY CREDIT UNION,5-0000062123,River Valley Credit Union,971.0,477.0,100.0
666,TEAM ONE CREDIT UNION,5-0000062141,Team One Credit Union,1088.0,632.0,100.0
667,CONSUMERS CREDIT UNION,5-0000062172,Consumers Credit Union,303.0,633.0,100.0
668,OKLAHOMA CENTRAL CREDIT UNION,5-0000062322,Oklahoma Central Credit Union,862.0,634.0,100.0
669,FIRSTMARK CREDIT UNION,5-0000062509,Firstmark Credit Union,469.0,637.0,100.0
670,LAKE MICHIGAN CREDIT UNION,5-0000062514,Lake MI Credit Union,679.0,638.0,84.37112289470532
671,BOEING EMPLOYEES' CREDIT UNION,5-0000062604,Boeing Employees Credit Union,177.0,640.0,100.0
672,LANDMARK CREDIT UNION,5-0000062663,Landmark Credit Union,688.0,641.0,100.0
673,PORTLAND TEACHERS CREDIT UNIO,5-0000062745,Spokane Teachers Credit Union,1055.0,735.0,81.7889974740182
674,ALTURA CREDIT UNION,5-0000062799,,,,
675,MERIDIAN CREDIT UNION,5-0000062811,Meridian Credit Union Ltd,759.0,643.0,100.0
676,THREE TEN COMM CREDIT UNION,5-0000062829,,,,
677,"TELHIO CREDIT UNION, INC.",5-0000062848,Telhio Credit Union Inc,1093.0,645.0,100.0
678,CENTRAL CREDIT UNION,5-0000062867,CENTRAL CREDIT UNION,191.0,646.0,100.0
679,AZ CENTRAL CREDIT UNION,5-0000062881,CENTRAL CREDIT UNION,191.0,646.0,88.74458170891454
680,FINANCIAL PLUS CREDIT UNION,5-0000062965,Financial Plus Credit Union,424.0,648.0,100.0
681,COLLINS COMMUNITY CREDIT UNION,5-0000062969,Belco Community Credit Union,168.0,739.0,81.7725018774194
682,SUMMIT CREDIT UNION,5-0000063020,Summit Credit Union,1070.0,650.0,100.0
683,LISTERHILL CREDIT UNION,5-0000063057,Listerhill Credit Union,702.0,651.0,100.0
684,University Credit Union,5-0000063133,University Credit Union,1158.0,652.0,100.0
685,Idaho Central Credit Union,5-0000063194,Idaho Central Credit Union,623.0,4412.0,100.0
686,"SELCO MORTGAGE COMPANY, LLC",5-0000063196,SELCO MORTGAGE CO LLC,988.0,653.0,100.0
687,UNITUS COMMUNITY CREDIT UNION,5-0000063440,Unitus Community Credit Union,1154.0,655.0,100.0
688,COMMUNITY CREDIT UNION,5-0000063447,Community Credit Union,294.0,656.0,100.0
689,TELCO COMMUNITY CREDIT UNION,5-0000063545,Telco Community Credit Union,1091.0,657.0,100.0
690,LINN AREA CREDIT UNION,5-0000063602,Linn Area Credit Union,700.0,658.0,100.0
691,HAWAII CENTRAL CREDIT UNION,5-0000063755,Hawaii Central Credit Union,574.0,659.0,100.0
692,ALLIANCE CREDIT UNION,5-0000063789,Alliance Credit Union,62.0,660.0,100.0
693,STATE CENTER CU,5-0000063819,,,,
694,ST. MARY'S BANK,5-0000063829,St Marys Bank,1057.0,661.0,100.0
695,EXCELSIOR CREDIT UNION,5-0000064001,EXCELSIOR CREDIT UNION,362.0,662.0,100.0
696,DUPACO COMMUNITY CREDIT UNION,5-0000064049,Dupaco Community Credit Union,351.0,663.0,100.0
697,MAZUMA CREDIT UNION,5-0000064084,Mazuma Credit Union,742.0,664.0,100.0
698,PA STATE EMPLOYEES CU,5-0000064131,,,,
699,GREATER IOWA CREDIT UNION,5-0000064203,Greater IA Credit Union,529.0,4426.0,94.64573392922472
700,CREDIT UNION OF DENVER,5-0000064342,Credit Union Of Denver,319.0,666.0,100.0
701,JOHN DEERE COMMUNITY CREDIT UN,5-0000064418,,,,
702,Du Trac Community CU,5-0000064471,,,,
703,UNCLE CREDIT UNION,5-0000064482,Uncle Credit Union,1137.0,668.0,100.0
704,COLORADO STATE EMPLOYEES CU,5-0000064588,,,,
705,Public Service Credit Union,5-0000064778,Public Service Credit Union,937.0,602.0,100.0
706,COMMUNITY CHOICE CREDIT UNION,5-0000064880,Community Choice Credit Union,293.0,670.0,100.0
707,UNIVERSAL 1 CREDIT UNION,5-0000064970,Universal 1 Credit Union Inc,1156.0,671.0,100.0
708,SOUTH DIVISION CU,5-0000065550,,,,
709,DEXTER CREDIT UNION,5-0000065746,Dexter Credit Union,338.0,674.0,100.0
710,OREGON COMMUNITY CREDIT UNION,5-0000065856,Oregon Community Credit Union,873.0,675.0,100.0
711,THE PEOPLE'S CREDIT UNION,5-0000065861,Peoples Credit Union,911.0,676.0,100.0
712,CREDIT UNION 1,5-0000066157,Credit Union 1,315.0,677.0,100.0
713,TRUMARK FINANCIAL CREDIT UNION,5-0000066158,TruMark Financial Credit Union,1115.0,678.0,100.0
714,WRIGHT-PATTCREDITUNION INC,5-0000066328,,,,
715,SECU,5-0000066330,,,,
716,SOUND CREDIT UNION,5-0000066331,Sound Credit Union,1036.0,681.0,100.0
717,PROVIDENT CREDIT UNION,5-0000066343,Provident Credit Union,934.0,683.0,100.0
718,DELTA EMPLOYEES CU,5-0000066357,,,,
719,METROPOLITAN CREDIT UNION,5-0000066364,Metro Credit Union,765.0,684.0,80.21487212654982
720,SCOTT CREDIT UNION,5-0000066370,Scott Credit Union,1019.0,607.0,100.0
721,HARBORSTONE CREDIT UNION,5-0000066399,Harborstone Credit Union,567.0,685.0,100.0
722,EDUCATORS CREDIT UNION,5-0000066448,Educators Credit Union,370.0,686.0,100.0
723,UNIVERSITY OF WISCONSIN CU,5-0000066492,,,,
724,SOUTHERN SELECT COMM CU,5-0000066583,,,,
725,CALIFORNIA COAST CREDIT UNION,5-0000066584,California Coast Credit Union,219.0,689.0,100.0
726,POINT BREEZE CREDIT UNION,5-0000066585,Point Breeze Credit Union,924.0,690.0,100.0
727,GREENWOOD CREDIT UNION,5-0000066594,Greenwood Credit Union,532.0,691.0,100.0
728,COVENTRY CREDIT UNION,5-0000066595,Coventry Credit Union,313.0,692.0,100.0
729,GUARDIAN CREDIT UNION,5-0000066638,Guardian Credit Union,539.0,693.0,100.0
730,Community First Credit Union,5-0000066642,Community First Credit Union,295.0,694.0,100.0
731,PIONEER CREDIT UNION,5-0000066674,Pioneer Credit Union,920.0,695.0,100.0
732,COASTWAY CREDIT UNION,5-0000066698,COASTWAY CREDIT UNION,201.0,696.0,100.0
733,LEOMINSTER CREDIT UNION,5-0000066699,Leominster Credit Union,694.0,697.0,100.0
734,WESCOM CREDIT UNION,5-0000066703,Wescom Credit Union,1205.0,698.0,100.0
735,FOX COMMUNITIES CREDIT UNION,5-0000066731,Fox Communities Credit Union,480.0,700.0,100.0
736,FIRST COMMUNITY CREDIT UNION,5-0000066818,First Community Credit Union,435.0,701.0,100.0
737,ROYAL CREDIT UNION,5-0000066834,Royal Credit Union,981.0,704.0,100.0
738,DAY AIR CREDIT UNION,5-0000066835,Day Air Credit Union,328.0,705.0,100.0
739,"Virginia Credit Union, Inc",5-0000066836,Virginia Credit Union,1181.0,706.0,100.0
740,CODE CREDIT UNION,5-0000066840,Code Credit Union,278.0,708.0,100.0
741,NUMERICA CREDIT UNION,5-0000066841,Numerica Credit Union,853.0,709.0,100.0
742,HORIZON CREDIT UNION,5-0000066850,Horizon Credit Union,607.0,710.0,100.0
743,ENTERPRISE CU,5-0000066880,,,,
744,Hawthorne Credit Union,5-0000066882,Hawthorne Credit Union,578.0,712.0,100.0
745,UTAH CENTRAL CREDIT UNION,5-0000067041,Utah Central Credit Union,1162.0,713.0,100.0
746,STATE CENTRAL CREDIT UNION,5-0000067204,STATE CENTRAL CREDIT UNION,997.0,715.0,100.0
747,RHODE ISLAND CREDIT UNION,5-0000067269,Rhode Island Credit Union,967.0,716.0,100.0
748,PAWTUCKET CREDIT UNION,5-0000067278,Pawtucket Credit Union,902.0,717.0,100.0
749,SPACE COAST CREDIT UNION,5-0000067297,Space Coast Credit Union,1051.0,718.0,100.0
750,ENVISION CREDIT UNION,5-0000067329,Envision Credit Union,377.0,719.0,100.0
751,HARBORONE CREDIT UNION,5-0000067560,Harborstone Credit Union,567.0,685.0,93.5755128996955
752,COMMUNITYAMERICA CREDIT UNION,5-0000067664,CommunityAmerica Credit Union,299.0,722.0,100.0
753,FLORIDA CENTRAL CREDIT UNION,5-0000067668,Florida Central Credit Union,473.0,723.0,100.0
754,CITY CREDIT UNION,5-0000067669,City Credit Union,271.0,724.0,100.0
755,Vantage Credit Union,5-0000067804,Vantage Credit Union,1172.0,725.0,100.0
756,EECU,5-0000067928,,,,
757,OLD HICKORY CREDIT UNION,5-0000067982,Old Hickory Credit Union,863.0,728.0,100.0
758,CRESCENT CREDIT UNION,5-0000068048,Crescent Credit Union,322.0,729.0,100.0
759,SIERRA CENTRAL CREDIT UNION,5-0000068053,Sierra Central Credit Union,1026.0,730.0,100.0
760,FIRST SOUTH CREDIT UNION,5-0000068084,First South Credit Union,462.0,731.0,100.0
761,KNOXVILLE TVA EMPLOYEES CREDIT,5-0000068085,Knoxville TVA Employees Credit Union,664.0,732.0,90.72446848954033
762,EASTMAN CREDIT UNION,5-0000068095,Eastman Credit Union,369.0,733.0,100.0
763,COLUMBIA CREDIT UNION,5-0000068186,Columbia Credit Union,284.0,734.0,100.0
764,Spokane Teachers Credit Union,5-0000068203,Spokane Teachers Credit Union,1055.0,735.0,100.0
765,QUALSTAR CREDIT UNION,5-0000068223,Qualstar Credit Union,942.0,736.0,100.0
766,GLOBAL CREDIT UNION,5-0000068237,Global Credit Union,518.0,737.0,100.0
767,UNITED HERITAGE CREDIT UNION,5-0000068251,United Heritage Credit Union,1148.0,4494.0,100.0
768,BELCO COMMUNITY CREDIT UNION,5-0000068256,Belco Community Credit Union,168.0,739.0,100.0
769,INDIANA MEMBERS CREDIT UNION,5-0000068259,Indiana Members Credit Union,627.0,740.0,100.0
770,Centra Credit Union,5-0000068287,Centra Credit Union,243.0,741.0,100.0
771,TAPCO CREDIT UNION,5-0000068298,Tapco Credit Union,1086.0,742.0,100.0
772,Florida Commerce Credit Union,5-0000068301,Florida Commerce Credit Union,474.0,743.0,100.0
773,VELOCITY CREDIT UNION,5-0000068359,Velocity Credit Union,1173.0,744.0,100.0
774,SAFE CREDIT UNION,5-0000068366,Safe Credit Union,1008.0,745.0,100.0
775,FIRST ENTERTAINMENT CU,5-0000068373,First Entertainment Credit Union,437.0,746.0,82.60790933682142
776,SERVICE CREDIT UNION,5-0000068375,Service Credit Union,1021.0,747.0,100.0
777,POINT LOMA CREDIT UNION,5-0000068377,Point Loma Credit Union,925.0,748.0,100.0
778,TECHNOLOGY CREDIT UNION,5-0000068383,Technology Credit Union,1089.0,749.0,100.0
779,SCHOOLS FINANCIAL CREDIT UNION,5-0000068398,Schools Financial Credit Union,1018.0,752.0,100.0
780,CABRILLO CREDIT UNION,5-0000068409,Cabrillo Credit Union,215.0,754.0,100.0
781,PACIFIC SERVICE CREDIT UNION,5-0000068413,Public Service Credit Union,937.0,602.0,84.76443770768546
782,SOUTHLAND CREDIT UNION,5-0000068415,Southland Credit Union,1045.0,4510.0,100.0
783,FAIRWINDS CREDIT UNION,5-0000068417,Fairwinds Credit Union,410.0,756.0,100.0
784,CREDIT UNION WEST,5-0000068421,Credit Union West,321.0,757.0,100.0
785,ILLIANA FNCL CU,5-0000068425,,,,
786,PREMIER AMERICA CREDIT UNION,5-0000068428,Premier America Credit Union,927.0,758.0,100.0
787,TRAVIS CREDIT UNION,5-0000068429,Travis Credit Union,1112.0,759.0,100.0
788,AMERICU CREDIT UNION,5-0000068433,AmeriCU Credit Union,72.0,553.0,100.0
789,BELLCO CREDIT UNION,5-0000068437,Bellco Credit Union,170.0,567.0,100.0
790,RESOURCE ONE CREDIT UNION,5-0000068439,Resource One Credit Union,965.0,444.0,100.0
791,FIRST CREDIT UNION,5-0000068444,First Credit Union,436.0,760.0,100.0
792,NORTH ISLAND CREDIT UNIION,5-0000068452,NORTH ISLAND FINANCIAL CREDIT UNION,804.0,458.0,81.56992825190032
793,VENTURA COUNTY CREDIT UNION,5-0000068458,Ventura County Credit Union,1174.0,481.0,100.0
794,LBS FINANCIAL CREDIT UNION,5-0000068460,LBS Financial Credit Union,667.0,430.0,100.0
795,TROPICAL FINANCIAL CREDIT UNIO,5-0000068476,Tropical Financial Credit Union,1114.0,423.0,98.40412367154663
796,MUTUAL SECURITY CREDIT UNION,5-0000068479,Mutual Security Credit Union,794.0,557.0,100.0
797,MATADORS COMMUNITY CU,5-0000068483,,,,
798,VYSTAR CREDIT UNION,5-0000068490,Vystar Credit Union,1184.0,2625.0,100.0
799,WATER AND POWER COMMUNITY CRED,5-0000068493,,,,
800,PACIFIC MARINE CU,5-0000068494,,,,
801,SAFEAMERICA CREDIT UNION,5-0000068509,SafeAmerica Credit Union,1009.0,499.0,100.0
802,CONNEX CREDIT UNION,5-0000068511,Connex Credit Union,301.0,4530.0,100.0
803,VERITY CREDIT UNION,5-0000068517,Verity Credit Union,1176.0,547.0,100.0
804,LOS ANGELES FIREMENS CR UNION,5-0000095053,LOS ANGELES FIREMENS CREDIT UNION,676.0,761.0,92.99373317641874
805,ALABAMA TELCO CREDIT UNION,5-0000097056,Alabama Telco Credit Union,57.0,762.0,100.0
806,"RESIDENTIAL MORTGAGE SERVICES,",7-01-0464609,,,,
807,HOMEBOUND MORTGAGE,7-03-0359234,HOMEBOUND MORTGAGE INC,552.0,1689.0,100.0
808,HOMELAND MORTGAGE COMPANY,7-0351887380,HOMELAND MORTGAGE INC,555.0,3583.0,100.0
809,GREENPARK MORTGAGE CORPORATION,7-04-3560476,,,,
810,WMC MORTGAGE CORP.,7-0458600405,WMC MORTGAGE CORP,1190.0,764.0,100.0
811,GUILD MORTGAGE COMPANY,7-0471809999,Guild Mortgage Co,541.0,765.0,100.0
812,ADVANCED FINANCIAL SERVICES IN,7-05-0402708,Advanced Financial Services,51.0,767.0,92.66038321311805
813,THE MCCUE MORTGAGE COMPANY,7-0623009990,McCue Mortgage Co,744.0,768.0,100.0
814,MERRILL LYNCH CREDIT CORP.,7-0627009996,,,,
815,SUNSHINE MORTGAGE CORPORATION,7-0955809996,,,,
816,MORTGAGE CONCEPTS,7-1017200002,MORTGAGE CONCEPTS INC,719.0,770.0,100.0
817,"BENCHMARK LENDING GROUP, INC.",7-1057300006,BENCHMARK LENDING GROUP INC,117.0,3592.0,100.0
818,FIRST CONSOLIDATED MORTGAGE,7-1059700002,CONSOLIDATED MORTGAGE CO,209.0,773.0,81.93002820507562
819,SECURITY MORTGAGE SERVICES,7-1064300005,SECURITY MORTGAGE SERVICES INC,987.0,774.0,100.0
820,"OPTIMUM MORTGAGE SERVICES, INC",7-1080400007,OPTIMUM MORTGAGE SERVICES INC,856.0,2639.0,100.0
821,FIRST FINANCIAL EQUITIES INC.,7-1093000000,FIRST FINANCIAL EQUITIES INC,396.0,3597.0,100.0
822,"MORTGAGE NOW, INC.",7-1098000002,MORTGAGE NOW INC,724.0,776.0,100.0
823,"ONE SOURCE MORTGAGE, L.L.C.",7-1152600000,ONE SOURCE MORTGAGE CORP,854.0,778.0,100.0
824,THE FUNDING SOURCE LLC,7-1154700004,FUNDING SOURCE LLC,407.0,2646.0,100.0
825,"CSMC INC., DBA CENTRAL STATES",7-1172100002,,,,
826,HAMILTON MORTGAGE COMPANY,7-1194900009,Hamilton Mortgage Co,563.0,781.0,100.0
827,PRIMARY RESIDENTIAL MORTGAGE,7-1261700007,Primary Residential Mortgage Inc,929.0,784.0,100.0
828,Columbia Mortgage L.L.C.,7-1277600002,COLUMBIA MORTGAGE LLC,202.0,4555.0,100.0
829,THE CIT GROUP/SALES FINANCING,7-13-6131491,,,,
830,FIRST CONTINENTAL MORTGAGE LTD,7-1300600004,FIRST CONTINENTAL MORTGAGE LTD,395.0,1712.0,100.0
831,BRIDGE CAPITAL CORPORATION,7-1345700002,,,,
832,STOCKTON TURNER LLC,7-1363600002,STOCKTON TURNER LLC,998.0,4559.0,100.0
833,ALL FUND MORTGAGE,7-1370600001,ALL FUND MORTGAGE,23.0,789.0,100.0
834,CUNA MUTUAL MORTGAGE CORPORATI,7-1375809998,,,,
835,METROCITIES MORTGAGE,7-1392000005,METROCITIES MORTGAGE LLC,716.0,1835.0,100.0
836,SLM FINANCIAL CORP,7-1405200006,,,,
837,"E-LOAN, INC",7-1437800009,,,,
838,FRANKLIN MORTGAGE FUNDING,7-1438500002,,,,
839,PROGRESSIVE LENDING LLC,7-1452800003,PROGRESSIVE LENDING LLC,889.0,3617.0,100.0
840,"MORTGAGEIT, INC",7-1463600006,MORTGAGEIT INC,731.0,791.0,100.0
841,"BRISTOL FINANCIAL GROUP, INC.",7-1464300000,BRISTOL FINANCIAL GROUP INC,127.0,792.0,100.0
842,OPTEUM FINANCIAL SERVICES LLC,7-1474600000,,,,
843,"FINANCE AMERICA, LLC",7-1483300003,Finance America Llc,420.0,794.0,100.0
844,FIRST CAPITAL MORTGAGE CORP,7-1506400008,FIRST CAPITAL MORTGAGE,391.0,3622.0,100.0
845,NOVASTAR MORTGAGE INC,7-1512400000,Novastar Mortgage Inc,850.0,795.0,100.0
846,WR STARKEY MORTGAGE LLP,7-1522600000,WR Starkey Mortgage Co,1192.0,796.0,88.10340871771389
847,"RANDALL MORTGAGE SERVICES, INC",7-1544500009,RANDALL MORTGAGE SERVICES INC,943.0,4573.0,100.0
848,CONCORDE ACCEPTANCE CORPORATIO,7-1549600001,,,,
849,"PEOPLE'S CHOICE HOME LOAN, INC",7-1557900001,Peoples Choice Home Loan Inc,909.0,1723.0,100.0
850,HOMEBANC MORTGAGE CORPORATION,7-1565900005,,,,
851,"LOANSNAP.COM, INC.",7-1586600005,LOANSNAP.COM INC,674.0,4577.0,100.0
852,NORTHPOINT MORTGAGE,7-1594200007,Northpoint Mortgage,840.0,4578.0,100.0
853,"FIRST CHOICE FUNDING, INC.",7-1596800005,FIRST CHOICE FUNDING GROUP LTD,393.0,1725.0,100.0
854,BENCHMARK MORTGAGE,7-1614900001,Benchmark Mortgage,172.0,4580.0,100.0
855,"EQUITY MORTGAGE GROUP, INC.",7-1667100004,,,,
856,WESTSTAR MORTGAGE INC,7-1679800001,,,,
857,INVESTORS TRUST MORTGAGE & INV,7-1685500001,INVESTORS TRUST MORTGAGE CORP,620.0,1728.0,92.40028241886593
858,NOVASTAR HOME MORTGAGE INC,7-1707500002,Novastar Mortgage Inc,850.0,795.0,85.3693629732065
859,"PLAZA HOME MORTGAGE, INC.",7-1710100002,Plaza Home Mortgage Inc,923.0,1729.0,100.0
860,STANDARD MORTGAGE CORPORATION,7-1715809993,,,,
861,"CLARITY MORTGAGE GROUP, INC.",7-1724200007,CLARITY MORTGAGE,198.0,3635.0,100.0
862,"HOMEFIELD FINANCIAL, INC.",7-1725800009,HOMEFIELD FINANCIAL INC,553.0,2673.0,100.0
863,"AMERICAN RESIDENTIAL MORT, LP",7-1734500008,AMERICAN RESIDENTIAL MORTGAGE INC,37.0,3637.0,88.82244627939927
864,PACIFIC REPUBLIC MORTGAGE CORP,7-1750500009,PACIFIC REPUBLIC MORTGAGE CORP,877.0,1731.0,100.0
865,CSFB FINANCIAL CORPORATION,7-1750800001,,,,
866,OAK STREET MORTGAGE,7-1830200003,Oak Street Mortgage Llc,860.0,2677.0,100.0
867,"BERGIN FINANCIAL, INC",7-1843200000,BERGIN FINANCIAL INC,118.0,3640.0,100.0
868,ASPIRE FINANCIAL INC.,7-1855800007,Aspire Financial,101.0,4593.0,100.0
869,"HOME LOAN CENTER, INC.",7-1856900004,Home Loan Center,592.0,3641.0,100.0
870,"WILMINGTON FINANCE, INC",7-1891200009,WILMINGTON FINANCE INC,1187.0,3643.0,100.0
871,ARGENT MORTGAGE COMPANY,7-1917700009,ACCENT MORTGAGE SERVICES INC,16.0,911.0,81.17752851627672
872,AMSTAR MORTGAGE CORPORATION,7-1956000003,,,,
873,AEGIS LENDING CORPORATION,7-1958100003,,,,
874,AEGIS FUNDING CORPORATION,7-1958200004,,,,
875,MAVERICK RESIDENTIAL MORTGAGE,7-2010300006,MAVERICK RESIDENTIAL MORTGAGE INC,712.0,3647.0,100.0
876,"BEDFORD HOME LOANS, INC.",7-2033000009,BEDFORD HOME LOANS INC,116.0,4600.0,100.0
877,"UNIVERSAL AMERICAN MTG CO.,LLC",7-2149009991,,,,
878,TOWNE MORTGAGE,7-2179909994,Towne Mortgage Co,1109.0,799.0,100.0
879,THE CIT GROUP/CONSUMER FINANCE,7-22-3191019,,,,
880,GREEN TREE SERVICING,7-2294709990,,,,
881,GERSHMAN INVESTMENT CORPORATIO,7-2465409997,,,,
882,JAMES B. NUTTER & CO.,7-2467100004,James B Nutter & Co,644.0,801.0,100.0
883,PARAMOUNT BOND & MORT CO INC,7-2483809994,,,,
884,KEYSTONE FINANCIAL SERVICES,7-25-1629231,Keystone Financial Inc,659.0,2683.0,100.0
885,"PREMIUM CAPITAL FUNDING, LLC",7-27-0011311,,,,
886,CENDANT MORTGAGE,7-3027509990,,,,
887,MORTGAGE PARTNERS,7-33-0443423,Mortgage Group Inc,788.0,823.0,100.0
888,NATIONAL MORTGAGE NETWORK,7-33-0964640,NATIONAL MORTGAGE NETWORK INC,798.0,4611.0,100.0
889,NOTHNAGLE HOME SECURITIES CORP,7-3435709992,Nothnagle Home Sercurities Corp,847.0,804.0,97.45454303302697
890,SYRACUSE SECURITIES INC.,7-3444109999,Syracuse Securities Inc,1078.0,805.0,100.0
891,HFC,7-36-1239445,,,,
892,MORGAN STANLEY,7-36-2677063,Morgan Stanley,787.0,806.0,100.0
893,UNITED FINANCIAL MORTGAGE CORP,7-36-3440533,UNITED FINANCIAL MGT GROUP INC,1129.0,853.0,85.64995628362287
894,"THE MORTGAGE STORE, INC",7-38-3201104,MORTGAGE STORE,728.0,807.0,100.0
895,SCHMIDT MORTGAGE COMPANY,7-3813209993,Schmidt Mortgage Corp,1017.0,3669.0,100.0
896,AEGIS WHOLESALE CORPORATION,7-3919409997,,,,
897,HARRY MORTGAGE CO.,7-3932909993,HARRY MORTGAGE CO,545.0,810.0,100.0
898,"AGSTAR FINANCIAL SERVICES, ACA",7-41-1956286,AgStar Financial Services ACA,56.0,4618.0,100.0
899,NEXT HOME MORTAGE,7-42-1449557,NEXT HOME MORTGAGE,803.0,4619.0,96.56242650790648
900,MIDLAND MORTGAGE CORPORATION,7-4725909994,,,,
901,VANDERBILT MORTGAGE,7-4856500006,Vanderbilt Mortgage & Finance Inc,1171.0,812.0,81.10477508851976
902,BENEFICIAL,7-51-0003820,,,,
903,DECISION ONE MORTGAGE,7-51-0113718,,,,
904,"CTX MORTGAGE COMPANY, LLC",7-5135809997,,,,
905,Rocky Mountain Mortgage Compan,7-5183509992,,,,
906,AMERICAN INTERNET MORTGAGE,7-52-2091594,American Internet Mortgage Inc,81.0,1751.0,100.0
907,CAPITAL CENTER LLC,7-54-1862878,Capital Center Llc,227.0,815.0,100.0
908,"Sound Mortgage, Inc.",7-5548809999,SOUND MORTGAGE GROUP,991.0,816.0,100.0
909,GATEWAY MORTGAGE CORPORATION,7-5785509997,,,,
910,"AMERICAN FREEDOM MORTGAGE, INC",7-58-2598326,AMERICAN FREEDOM MORTGAGE INC,30.0,3670.0,100.0
911,"WALLICK AND VOLK, INC.",7-5807009993,Wallick & Volk Inc,1194.0,818.0,82.85350754172654
912,ComUnity Lending Incorporated,7-6444009997,,,,
913,FIRST NATIONAL MORTGAGE CO.,7-6473909996,FIRST NATIONAL MORTGAGE,400.0,824.0,100.0
914,"SCME MORTGAGE BANKERS, INC.",7-6478809997,SCME MORTGAGE BANKERS INC,985.0,825.0,100.0
915,THE MORTGAGE HOUSE,7-66-0559119,MORTGAGE HOUSE INC,722.0,786.0,100.0
916,"DIABLO FUNDING GROUP, INC",7-68-0277777,DIABLO FUNDING GROUP,327.0,4637.0,100.0
917,CASTLE MORTGAGE CORPORATION,7-7007900004,,,,
918,COMMONFUND MORTGAGE CORP,7-7049700008,COMMONFUND MORTGAGE CORP,203.0,827.0,100.0
919,SIERRA PACIFIC MORTGAGE,7-7056000000,Sierra Pacific Mortgage Co Inc,1027.0,828.0,100.0
920,BUDGET FINANCE COMPANY,7-7062300004,,,,
921,DELTA FUNDING CORPORATION,7-7069000008,,,,
922,NATIONWIDE ADVANTAGE MORTGAGE,7-7071400009,,,,
923,"AMERICAN BENEFIT MORTGAGE, INC",7-7086400004,AMERICAN BENEFIT MORTGAGE INC,26.0,832.0,100.0
924,"EAGLE HOME MORTGAGE, INC.",7-7087500006,Eagle Home Mortgage,364.0,798.0,100.0
925,AMERICAN RESIDENTIAL MORTGAGE,7-71-0862419,AMERICAN RESIDENTIAL MORTGAGE INC,37.0,3637.0,100.0
926,CHERRY CREEK MORTGAGE COMPANY,7-7107500004,Cherry Creek Mortgage Co,257.0,835.0,100.0
927,GOLDEN EMPIRE MORTGAGE,7-7143200009,Golden Empire Mortgage Corp,520.0,837.0,100.0
928,PLATINUM CAPITAL GROUP,7-7152500000,PLATINUM CAPITAL GROUP INC,882.0,839.0,100.0
929,MAJESTIC MORTGAGE CORPORATION,7-7165700002,,,,
930,MERITAGE MORTGAGE CORP.,7-7177000002,,,,
931,"BEST MORTGAGE, INC.",7-7181200009,BEST MORTGAGE INC,119.0,843.0,100.0
932,SHORE MORTGAGE,7-7184500000,,,,
933,FREEDOM MORTGAGE CORPORATION,7-7185000002,,,,
934,"ACCREDITED HOME LENDERS, INC.",7-7185300006,ACCREDITED HOME LENDERS,17.0,846.0,100.0
