,respondentname,hmda_id,advertiser_name,advertiser_id,match_index,score
11512,WESTCOMMUNITY CREDIT UNION,5-0000062801,,,,
11513,DEPARTMENT OF CORRECTIONS CU,5-0000062808,,,,
11514,THREE TEN COMM CREDIT UNION,5-0000062829,,,,
11515,EAGLE LEGACY CREDIT UNION,5-0000062903,,,,
11516,Postal Credit Union,5-0000062978,,,,
11517,"SELCO MORTGAGE COMPANY, LLC",5-0000063196,SELCO MORTGAGE CO LLC,988.0,653.0,100.0
11518,FORT LEAVENWORTH CREDIT UNION,5-0000063201,,,,
11519,CESSNA EMPLOYEES CREDIT UNION,5-0000063300,Boeing Employees Credit Union,177.0,640.0,81.1897003567391
11520,UNITUS COMMUNITY CREDIT UNION,5-0000063440,Unitus Community Credit Union,1154.0,655.0,100.0
11521,CAROLINA COOPERATIVE CU,5-0000063530,,,,
11522,ERIE COMMUNITY CREDIT UNION,5-0000063648,Community Credit Union,294.0,656.0,84.4089079786101
11523,WILSERV CREDIT UNION,5-0000063700,,,,
11524,CFCU,5-0000063805,,,,
11525,GOVERNMENT EMPLOYEES CU OF ME,5-0000063828,,,,
11526,VHPECU,5-0000064169,,,,
11527,Aerospace Community Credit Uni,5-0000064194,,,,
11528,CONSERVATION EMP. CREDIT UNION,5-0000064199,,,,
11529,GREATER IOWA CREDIT UNION,5-0000064203,Greater IA Credit Union,529.0,4426.0,94.64573392922472
11530,NORBEL CREDIT UNION,5-0000064207,First Northern Credit Union,453.0,5399.0,82.27376053234008
11531,PREMIER CREDIT UNION,5-0000064271,Premier America Credit Union,927.0,758.0,82.44042605749104
11532,PRAIRIE TRAIL CU,5-0000064307,,,,
11533,ALPINE CU,5-0000064332,,,,
11534,RAINCROSS CREDIT UNION,5-0000064363,,,,
11535,DES MOINES METRO CREDIT UNION,5-0000064380,,,,
11536,ILWU CREDIT UNION,5-0000064546,First FL Credit Union,438.0,619.0,82.41137717063046
11537,MAYO EMPLOYEES CU,5-0000064562,,,,
11538,LEHIGH VALLEY EDUCATORS CREDIT,5-0000064606,,,,
11539,NORTHERN COMMUNITIES CREDIT UN,5-0000064655,,,,
11540,STAR CHOICE CREDIT UNION,5-0000064706,,,,
11541,UTILITIES EMPLOYEES CREDIT UNI,5-0000064896,,,,
11542,LEE HOSPITAL CREDIT UNION,5-0000065013,,,,
11543,SUNWEST EDUCATIONAL CREDIT UN,5-0000065082,SunWest Educational Credit Union,1074.0,672.0,95.1881767876621
11544,PITTSBURGH TEACHERS C. U.,5-0000065138,,,,
11545,KS SUPER CHIEF CREDIT UNION,5-0000065282,,,,
11546,BUTLER ARMCO EMP. CREDIT UNION,5-0000065291,,,,
11547,SOUTH DIVISION CU,5-0000065550,,,,
11548,CREDIT UNION OF NEW JERSEY,5-0000065597,,,,
11549,HEIGHTS AUTO WORKER CU,5-0000065640,,,,
11550,RIVERMARK COMMUNITY CU,5-0000065644,,,,
11551,DPS CREDIT UNION,5-0000065788,,,,
11552,NORTHWEST GEORGIA CREDIT UNION,5-0000065912,Northwest Federal Credit Union,845.0,4237.0,83.23814696898098
11553,Animas Credit Union,5-0000066142,,,,
11554,WINSTON-SALEM CITY EMPLOYEES',5-0000066325,,,,
11555,WRIGHT-PATTCREDITUNION INC,5-0000066328,,,,
11556,SECU,5-0000066330,,,,
11557,CHICOPEE MUNICIPAL EMPLOYEES,5-0000066334,,,,
11558,NORTHEAST COMMUNITY CREDIT UNI,5-0000066341,Northwest Community Credit Union,844.0,590.0,91.87737507285327
11559,DELTA EMPLOYEES CU,5-0000066357,,,,
11560,WINNEBAGO COUNTY EMPLOYEES CU,5-0000066437,,,,
11561,MMCU,5-0000066449,,,,
11562,TTECU,5-0000066586,,,,
11563,MARINE CREDIT UNION,5-0000066752,,,,
11564,Municipal Employees CU,5-0000066787,,,,
11565,COLUMBUS CREDIT UNION,5-0000066817,Columbia Credit Union,284.0,734.0,88.84871669988758
11566,ATHOL CREDIT UNION,5-0000066819,,,,
11567,PLACER COMMUNITY CREDIT UNION,5-0000066820,Denver Community Credit Union,335.0,568.0,83.65320789816523
11568,WNC COMMUNITY CREDIT UNION,5-0000066854,Community Credit Union,294.0,656.0,87.18687887785568
11569,ENTERPRISE CU,5-0000066880,,,,
11570,THE TENNESSEE CREDIT UNION,5-0000066886,,,,
11571,DOMINION CREDIT UNION,5-0000066973,,,,
11572,BEST ADVANTAGE CREDIT UNION,5-0000066991,,,,
11573,BLACKHAWK COMMUNITY CREDIT UNI,5-0000066998,,,,
11574,BROKAW CREDIT UNION,5-0000067000,BROCKTON CREDIT UNION,129.0,720.0,81.85169124604306
11575,SALT LAKE CITY CU,5-0000067039,,,,
11576,NEBO CREDIT UNION,5-0000067146,Metro Credit Union,765.0,684.0,81.48596488934574
11577,FIRST CHOICE COMMUNITY CU,5-0000067185,,,,
11578,ARSENAL CREDIT UNION,5-0000067195,,,,
11579,WHITE RIVER CREDIT UNION,5-0000067201,,,,
11580,CREDIT UNION OF THE ROCKIES,5-0000067226,Credit Union One,320.0,627.0,80.36671264618973
11581,EDUCATIONAL COMMUNITY CU,5-0000067290,,,,
11582,WEST COAST FED. EMPLOYEES CU,5-0000067296,,,,
11583,JAX POSTAL & PROF. CR UNION,5-0000067298,,,,
11584,HEALTHAMERICA CREDIT UNION,5-0000067316,,,,
11585,CENTRAL FLORIDA POSTAL CU,5-0000067319,,,,
11586,BRIGHTSTAR CREDIT UNION,5-0000067347,,,,
11587,SOUTHERN PINE CREDIT UNION,5-0000067403,SOUTHERN SELECT CREDIT UNION,993.0,688.0,84.45068833570586
11588,1ST CREDIT UNION OF GAINESVILL,5-0000067432,,,,
11589,PRIORITYONE CU OF FLORIDA,5-0000067444,,,,
11590,TEXAS HEALTH CREDIT UNION,5-0000067452,,,,
11591,THE EDUCATION CREDIT UNION,5-0000067494,Educators Credit Union,370.0,686.0,88.9113239707274
11592,ESCAMBIA COUNTY EMPLOYEES C.U.,5-0000067506,,,,
11593,THE CU OF PALM BEACH COUNTY,5-0000067521,,,,
11594,COOP. TEACHERS CREDIT UNION,5-0000067576,TCU Teachers Credit Union,1081.0,579.0,81.58906733892864
11595,GPC CREDIT ASSOCIATION,5-0000067596,,,,
11596,WORCESTER FIRE DEPT. CU,5-0000067683,,,,
11597,HUECU,5-0000067696,,,,
11598,MECE CREDIT UNION,5-0000067739,Service Credit Union,1021.0,747.0,81.04219746865137
11599,EAST TEXAS PROFESSIONAL CU,5-0000067761,,,,
11600,CITY EMPLOYEES CREDIT UNIN,5-0000067778,,,,
11601,JEFFERSON CITY HIGHWAY CU,5-0000067802,,,,
11602,FSU CREDIT UNION,5-0000067874,First FL Credit Union,438.0,619.0,85.88816287795008
11603,Fall River Municipal Credit Un,5-0000067894,,,,
11604,SPFLD.MASS.MUN.EMP.C.U.,5-0000067902,,,,
11605,LONG BEACH FIREMEN'S C  U,5-0000067921,,,,
11606,NASHVILLE POST OFFICE CRD UNIO,5-0000067922,,,,
11607,MISSOURI STATE CREDIT UNION,5-0000068004,,,,
11608,FRESNO FIRE DEPARTMENT CU,5-0000068008,,,,
11609,KNOXVILLE TVA EMPLOYEES CREDIT,5-0000068085,Knoxville TVA Employees Credit Union,664.0,732.0,90.72446848954033
11610,WEYERHAEUSER EMPLOYEES C U,5-0000068196,,,,
11611,MILL TOWN CREDIT UNION,5-0000068222,,,,
11612,MEMBERS ADVANTAGE CREDIT UNION,5-0000068242,,,,
11613,PIKES PEAK CREDIT UNION,5-0000068266,,,,
11614,AMERICAN SAVING CREDIT UNION,5-0000068275,America First Credit Union,74.0,581.0,80.52610574052395
11615,SOUTH TEXAS AREA RESOURSES CU,5-0000068300,,,,
11616,LOWER VALLEY CREDIT UNION,5-0000068304,River Valley Credit Union,971.0,477.0,85.18789211046456
11617,CALIFORNIA COMMUNITY CREDIT UN,5-0000068321,,,,
11618,CFCU COMMUNITY CREDIT UNION,5-0000068322,Community First Credit Union,295.0,694.0,84.39931118223188
11619,SACO VALLEY CREDIT UNION,5-0000068324,Valley First Credit Union,1168.0,753.0,82.6604554797026
11620,FINANCIAL TWENTY ONE COM C U,5-0000068345,,,,
11621,FIRST IMPERIAL CREDIT UNION,5-0000068356,,,,
11622,UNITED COMMUNITY CREDIT UNION,5-0000068369,Unitus Community Credit Union,1154.0,655.0,92.66338571986061
11623,EAST IDAHO CREDIT UNION,5-0000068376,Eastman Credit Union,369.0,733.0,80.66632278865671
11624,SHARE CREDIT UNION,5-0000068380,Sharon Credit Union,1023.0,726.0,89.39867759201961
11625,HERITAGE CU,5-0000068385,,,,
11626,VALLEY FIRST CREDIT UNIO,5-0000068402,Valley First Credit Union,1168.0,753.0,97.01000078994699
11627,PEOPLES COMMUNITY CREDIT UNION,5-0000068405,,,,
11628,ILLIANA FNCL CU,5-0000068425,,,,
11629,TEXAS TRUST CREDIT UNION,5-0000068434,Lake Trust Credit Union,681.0,630.0,81.10300292880042
11630,MY CREDIT UNION,5-0000068446,First FL Credit Union,438.0,619.0,82.77902130844136
11631,NORTH ISLAND CREDIT UNIION,5-0000068452,NORTH ISLAND FINANCIAL CREDIT UNION,804.0,458.0,81.56992825190032
11632,KAISER LAKESIDE CREDIT UNION,5-0000068464,,,,
11633,EASTERN FINANCIAL F.C.U.,5-0000068486,,,,
11634,FAIRFIELD COUNTY FEDERAL CU,5-0000068488,,,,
11635,DEER VALLEY CU,5-0000068498,,,,
11636,STEINBECK CU,5-0000068501,,,,
11637,SILICON VALLEY CREDIT UNION,5-0000068506,,,,
11638,VERITY CREDIT UNION,5-0000068517,Verity Credit Union,1176.0,547.0,100.0
11639,SERVICE PLUS CREDIT UNION,5-0000068521,Service Credit Union,1021.0,747.0,86.56207230330713
11640,GRAND CANYON STATE CU,5-0000068526,,,,
11641,"CU FACTORY BUILT LENDING, LP",5-32-0035805,,,,
11642,PRIMEDIRECT MORTGAGE,5-33-0977701,,,,
11643,"MEMBER FIRST MORTGAGE, LLC.",5-38-3616059,MEMBERS MORTGAGE CO INC,714.0,915.0,95.394746830822
11644,MERIWEST MORTGAGE,5-47-0847332,,,,
11645,CREDIT UNION MORTGAGE ASSOC.,5-54-1094297,CREDIT UNION MORTGAGE,213.0,427.0,86.0331555551849
11646,"MORTGAGE MARKETS CUSO, LLC",5-75-3103689,MORTGAGE MARKET INC,723.0,856.0,81.21167187605026
11647,"OCTFCU MORTGAGE CO, LLC",5-86-1080226,,,,
11648,DENALI ALASKAN MORTGAGE COMPAN,5-92-0017715,,,,
11649,"COMMUNITY MORTGAGE FUNDING,LLC",5-95-4769926,,,,
11650,"DELUCA-REALEN MORTGAGE, LLC",7-01-0595595,,,,
11651,AMERICAN GENERAL FIN.SERV.(MA),7-02-0552234,,,,
11652,"FIRST FOUNDATION MORTGAGE, LLC",7-02-0638429,,,,
11653,"SOUTHERN OHIO MORTGAGE, LLC",7-02-0647942,,,,
11654,"PARAMOUNT MORTGAGE SVCS, INC",7-0223039548,PARAMOUNT MORTGAGE CO,878.0,802.0,86.07599423084983
11655,"AGCHOICE FARM CREDIT,   ACA",7-0232983299,,,,
11656,GREENRIDGE MORTGAGE SERVICES,7-03-0419145,GREENTREE MORTGAGE CORP,505.0,879.0,83.81739879173105
11657,"METROBOSTON MORTGAGE CO, INC",7-04-3050901,,,,
11658,GREENPARK MORTGAGE CORPORATION,7-04-3560476,,,,
11659,"CORESTAR FINANCIAL GROUP, LLC",7-04-3697858,,,,
11660,"MORTGAGES ON-SITE, LLC",7-04-3721145,,,,
11661,AMERICA'S MORTGAGE DIRECT,7-04-3746457,,,,
11662,ADVANCED FINANCIAL SERVICES IN,7-05-0402708,Advanced Financial Services,51.0,767.0,92.66038321311805
11663,"NATIONSFIRST LENDING, INC.",7-05-0527593,,,,
11664,"MOREQUITY,INC.            (NV)",7-0510312284,,,,
11665,DHI MORTGAGE COMPANY LIMITED,7-0542409990,HCI MORTGAGE,546.0,914.0,84.90427632506481
11666,"NEW ENGLAND HOME LOANS, LLC",7-06-1533035,,,,
11667,AUSTIN NATIONAL MORTGAGE,7-06-1705746,,,,
11668,MORRISON FINANCIAL SERVICES,7-06-6130942,,,,
11669,COOPERATIVA AHORRO Y CREDITO E,7-0660347008,,,,
11670,CAPITAL INTERNATIONAL FINANCIA,7-0889609990,Capital One Financial Corp,232.0,50.0,84.58813366667975
11671,AUGUSTA MORTGAGE COMPAY,7-0949109997,,,,
11672,DIVERSIFIED CAPITAL COR OF TN,7-1000200007,,,,
11673,EMBASSY FINANCIAL SERVICES INC,7-1019300006,,,,
11674,"THE MORTGAGE SOURCE, INC.",7-1025100007,MORTGAGE RESOURCES INC,726.0,10586.0,89.4519317587303
11675,HOMESOUTH MORTGAGE CORP.,7-1026100003,AMERISOUTH MORTGAGE CO,40.0,892.0,80.03806717471149
11676,COLONIAL MORTGAGE CO,7-1045800004,,,,
11677,RMS & ASSOCIATES,7-1047300008,,,,
11678,"OMT Enterprises, L.L.C.",7-1055900009,,,,
11679,MOUNTAIN CREST MORTGAGE INC.,7-1057400007,,,,
11680,FIRST CAPITAL FINANCIAL SERVIC,7-1067300004,,,,
11681,"KINGS MORTGAGE SERVICES, INC.",7-1074700007,Kings Mortgage Services Inc,661.0,8261.0,100.0
11682,"SILVER MORTGAGE BANCORP, INC.",7-1079800003,,,,
11683,SECURITY PACIFIC HOME LOANS,7-1084800006,,,,
11684,GUARDIAN LOAN COMPANY,7-11-2409314,,,,
11685,RIVERBEND HOME MORTGAGE,7-1114000005,,,,
11686,"W/E MORTGAGE, INC.",7-1130500000,Towne Mortgage Co,1109.0,799.0,81.63313441243724
11687,"PUEBLO MORTGAGE, INC.",7-1171200007,,,,
11688,ECI CORPORTATION/DBA COAST CAP,7-1196500008,,,,
11689,COAST CAPITAL MORTGAGE,7-1196500014,,,,
11690,STRATEGIC MORTAGE CO.,7-1198400001,,,,
11691,"JARVIS ST MORT & INV CO., INC",7-1218100005,,,,
11692,WELLS FARGO HOME MORTG HAWAII,7-1219900009,,,,
11693,UNITED HOME MORTGAGE CORP,7-1230000008,Union Home Mortgage Co,1142.0,8295.0,84.21541572870112
11694,MID AMERICA MORTGAGE-SOUTHWEST,7-1231000006,Mid America Mortgage Inc,768.0,808.0,80.90565799957868
11695,D&R MORTGAGE CORP,7-1235100002,,,,
11696,"PLATINUM MORTGAGE, INC.",7-1252000009,PLATINUM MORTGAGE,883.0,896.0,100.0
11697,SOUTHERN HOME LENDING,7-1254600007,,,,
11698,ADVANCED FUNDING,7-1259200005,,,,
11699,ALLQUEST MORTGAGE COMPANY LTD.,7-1266600008,,,,
11700,Columbia Mortgage L.L.C.,7-1277600002,COLUMBIA MORTGAGE LLC,202.0,4555.0,100.0
11701,UNITED COMMUNITY MORTGAGE CORP,7-1278200005,,,,
11702,ACT LENDING CORPORATION,7-1283400003,,,,
11703,BAY LENDING CORP.,7-1284300009,,,,
11704,PGNF HOME LENDING CORP,7-1289800005,,,,
11705,AMERICAN GENERAL HOME EQU.(DE),7-13-2868346,,,,
11706,ODYSSEY FUNDING LLC,7-13-4127143,,,,
11707,ACADEMY FINANCIAL SERVICES LLC,7-1300800006,,,,
11708,OPTIMA MORTGAGE CORPORATION,7-1304400008,,,,
11709,MULTI MORTGAGE CORP.,7-1314600008,,,,
11710,IVANHOEFINANCIAL,7-1336300004,,,,
11711,RESIDENTAL LENDING CORP,7-1337800005,,,,
11712,FIRST EQUITY MORTGAGE BANKERS,7-1338900002,,,,
11713,KOSHMAN ENTERPRISES INC,7-1341000008,,,,
11714,CONNECTICUT HOME MTG,7-1342600002,,,,
11715,FIRSTCO MORTGAGE CORP,7-1360900006,,,,
11716,STOCKTON TURNER LLC,7-1363600002,STOCKTON TURNER LLC,998.0,4559.0,100.0
11717,Agricultural Mortgage Company,7-1367100003,,,,
11718,"AXIS MORTGAGE & INVESTMENTS, L",7-1371500007,,,,
11719,MIDTOWN FINANCIAL SERVICES,7-1373000005,,,,
11720,SOUTHESAST MORTGAGE,7-1375600003,NORTHEAST MORTGAGE INC,805.0,2643.0,81.9832430045824
11721,CUNA MUTUAL MORTGAGE CORPORATI,7-1375809998,,,,
11722,CAPITAL LENDING,7-1384000006,Capital Funding Group,231.0,913.0,83.87365111597482
11723,"WILLIAM RAVEIS MORTGAGE, LLC",7-1389700008,,,,
11724,INTERNATIONAL INVESTMENT & FIN,7-1399000002,,,,
11725,"INTEGRUS MORTGAGE, LLC",7-1403800009,INTERTRUST MORTGAGE LLC,618.0,1726.0,85.67069865052855
11726,"rateOne Home Loans,LLC",7-1418500006,,,,
11727,INFINITY MORTGAGE COMPANY,7-1423600003,,,,
11728,ACF PARTNERS,7-1440100006,,,,
11729,INTERSTATE FINANCIAL MORTGAGE,7-1441500006,,,,
11730,HOMESTEAD LENDING CORPORATION,7-1446800005,,,,
11731,OPTEUM FINANCIAL SERVICES LLC,7-1474600000,,,,
11732,"SIDUS FINANCIAL, LLC",7-1478900009,,,,
11733,CHARTER MORTGAGE,7-1483500001,HARRY MORTGAGE CO,545.0,810.0,80.19728691886266
11734,"LOANSTAR LENDING, INC",7-1485500004,,,,
11735,radius financial group inc,7-1517600004,,,,
11736,PREFERRED LENDERS COPORATION,7-1525600001,,,,
11737,EXPRESS  MORTGAGE,7-1531100008,,,,
11738,CAPITALBANC MORTGAGE CORP,7-1533400003,FIRST CAPITAL MORTGAGE,391.0,3622.0,85.60225333554679
11739,DOMINION HOMES FINANCIAL SERVI,7-1540600004,,,,
11740,PROVIDENCE MORTGAGE COMPANY,7-1541500004,,,,
11741,"RANDALL MORTGAGE SERVICES, INC",7-1544500009,RANDALL MORTGAGE SERVICES INC,943.0,4573.0,100.0
11742,CHARTERWEST MORTGAGE,7-1546300003,,,,
11743,1ST GEORGIA MORTGAGE FUNDING I,7-1564400004,,,,
11744,"LOANSNAP.COM, INC.",7-1586600005,LOANSNAP.COM INC,674.0,4577.0,100.0
11745,"UTAH FINANCIAL, INC.",7-1589800006,,,,
11746,MORTGAGE PROCESSING CENTER,7-1594000005,,,,
11747,NORTHPOINT MORTGAGE,7-1594200007,Northpoint Mortgage,840.0,4578.0,100.0
11748,"GMFS,LLC",7-1596200005,,,,
11749,FINANCIAL SERVICES OF ARIZONA,7-16-1632887,,,,
11750,"MORTGAGE 100, LLC",7-16-1661962,,,,
11751,RESIDENTIAL FINANCE CORPORATIO,7-1609800004,,,,
11752,"BSM FINANCIAL,  L.P.",7-1620300009,,,,
11753,EXECUTIVE MORTGAGE CORP OF MS,7-1621900000,,,,
11754,"EARTH MORTGAGE, LP",7-1637800006,,,,
11755,ALTA FINANCIAL CORPORATION,7-1654100007,,,,
11756,ENTERPRISE MORTGAGE L.C.,7-1654900062,ENTERPRISE MORTGAGE CO,359.0,863.0,92.0197993624777
11757,"VISION MORTGAGE, LLC",7-1655400006,Vinson Mortgage Group,1179.0,8280.0,89.11276941984198
11758,FIRST INTEGRITY MORTGAGE,7-1663500002,,,,
11759,"Numerica Funding, Inc.",7-1678000008,,,,
11760,SOUTH LAKE MORTGAGE BANKERS,7-1679100005,,,,
11761,"COMMUNITY HOME LOAN, INC.",7-1686900001,,,,
11762,EVERETT FINANCIAL INC,7-1722400006,,,,
11763,"DIRECTORS RESIDENTIAL LENDING,",7-1728300003,Iserve Residential Lending Llc,640.0,11361.0,80.12057131018851
11764,"PATHWAY FINANCIAL, LLC",7-1738100008,,,,
11765,CSFB FINANCIAL CORPORATION,7-1750800001,,,,
11766,"ALETHES, LLC",7-1756700009,,,,
11767,RELIANT MORTGAGE COMPANY,7-1757600000,RELIABLE MORTGAGE CORP,946.0,6734.0,82.06704410525343
11768,"VANTAGE MORTGAGE GROUP, INC.",7-1765300007,,,,
11769,CENTURION MORTGAGE CORPORATION,7-1769400003,,,,
11770,ATLANTIC CAPITAL FUNDING CORP,7-1774700002,,,,
11771,NV MORTGAGE INC. DBA SOMA FINA,7-1780200000,,,,
11772,SECURITY MORTGAGE FUNDING CORP,7-1783500002,,,,
11773,"NEW CENTURY LENDING, INC.",7-1787400007,,,,
11774,BELVEDERE NETWORKING ENTERPRIS,7-1791800000,,,,
11775,"MIDWEST MORTGAGE CAPITAL, LLC",7-1801100004,,,,
11776,"MORTGAGES UNLIMITED, INC.",7-1807700008,,,,
11777,"PRIMEQUITY, LLC",7-1813900002,,,,
11778,JULIE KRUMHOLZ,7-1829200002,,,,
11779,FIRST AMERICAN FINANCIAL MORTG,7-1837300009,American Financing Corp,79.0,12219.0,80.41441224419992
11780,NEW KEY HOME LENDING,7-1843600000,,,,
11781,PRECISION FINANCIAL INC,7-1844100006,,,,
11782,ASPIRE FINANCIAL INC.,7-1855800007,Aspire Financial,101.0,4593.0,100.0
11783,AMERICAN INDEPENDENT ASSN. INC,7-1867300003,,,,
11784,CHARTER CAPITAL CORPORATION,7-1869200005,,,,
11785,MAIDSTONE MORTGAGE,7-1894900004,MILESTONE MORTGAGE INC,717.0,864.0,83.53284138462142
11786,VISION HOME MORTGAGE,7-1899600003,Union Home Mortgage Co,1142.0,8295.0,83.14710318329732
11787,"MERIDIAN LENDING, INC.",7-1939500007,,,,
11788,AMSTAR MORTGAGE CORPORATION,7-1956000003,,,,
11789,MIDLOTHIAN MORTGAGE GROUP LLC,7-1966200000,Midland Mortgage Corp,776.0,811.0,80.23051193048637
11790,WHOLESALE AMERICA MORTGAGE,7-1969800004,,,,
11791,"REALTY HOME MORTGAGE ASSOC, LL",7-1970300000,,,,
11792,PROFESSIONAL ADVANTAGE FINANCI,7-1975100000,,,,
11793,"HORIZON HOME LOANS, INC.",7-1978100001,,,,
11794,PATRIOT ACCEPTANCE CORPORATION,7-1983000005,,,,
11795,COLONIAL HOME MORTGAGE COMPANY,7-1983700001,,,,
11796,RESMAE MORTGAGE CORPORATION,7-1991500005,,,,
11797,"ACOUSTIC HOME LOANS, LLC",7-1999200003,,,,
11798,"TODAY'S HOME MORTGAGE, INC.",7-1999300004,,,,
11799,"RESORTQUEST MORTGAGE, LLC",7-20-0011291,,,,
11800,"PRIVATE MORTGAGE ADVISORS, LLC",7-20-0013136,,,,
11801,1ST FIN'L SERVICES OF COLORADO,7-20-0032253,,,,
11802,"BUILDERS MORTGAGE COMPANY, LLC",7-20-0049096,,,,
11803,PREMIER HOME MORTGAGE,7-20-0052711,,,,
11804,"UNITED MICHIGAN MORTGAGE, LLC",7-20-0130222,,,,
11805,"CHATEAU HOME MORTGAGE, LLC",7-20-0158556,,,,
11806,"TRICOM MORTGAGE, LLC",7-20-0158638,,,,
11807,FINANCIAL RESOURCES MORTGAGE,7-20-0167072,,,,
11808,"BUILDERS CAPITAL MORTGAGE, LLC",7-20-0183921,,,,
11809,"AMERIFUND HOME MORTGAGE, LLC",7-20-0199761,AMERICAN HOME MORTGAGE CORP,32.0,899.0,86.9608147766305
11810,"ADVANCED LENDING, INC",7-20-0302622,,,,
11811,"JTS FINANCIAL, LLC",7-20-0305738,GTE Financial,506.0,424.0,80.91309542314062
11812,RESIDENTIAL COMT'Y MORTGAGE CO,7-20-0315363,,,,
11813,AUSTIN MORTGAGE,7-20-0447073,,,,
11814,PROFESSL FINL SERVS OF ARIZONA,7-20-0479222,,,,
11815,"SMART MORTGAGE, LLC",7-20-0479324,,,,
11816,"MC OF AMERICA, LLC",7-20-0482176,Mid America Bancorp,767.0,361.0,80.28553040747809
11817,"AVENUE FINANCIAL SERVICES, LLC",7-20-0487675,,,,
11818,"LIBERTYQUEST FINANCIAL, INC",7-20-0503464,,,,
11819,"MORTGAGE DYMANICS, LLC",7-20-0556952,,,,
11820,"NDC FINANCIAL SERVICES, LLC",7-20-0617912,PNC Financial Services Group Inc,884.0,6.0,86.47286923800755
11821,"WATERWAYS HOME MORTGAGE, LLC",7-20-0666038,,,,
11822,TRIPLE DIAMOND MORTGAGE & FINL,7-20-0749298,,,,
11823,"STONERIDGE MORTGAGE, LLC",7-20-0772714,Stonegate Mortgage Corp,1067.0,9853.0,83.02051968326073
11824,"RELOACTION MORTGAGE, LLC",7-20-0790865,,,,
11825,STEINBECK ADVANTAGE MORTGAGE,7-20-0830019,,,,
11826,"WINDWARD HOME MORTGAGE, LLC",7-20-0830091,,,,
11827,EXPRESS FIN'L & MORTGAGE SERVC,7-20-0830196,,,,
11828,"WF/TW MORTGAGE VENTURE, LLC",7-20-0883590,,,,
11829,PLAYGROUND FINANCIAL SERVICES,7-20-0940438,,,,
11830,"DISCOVERY HOME LOANS, LLC",7-20-1001259,,,,
11831,REALTEC FINANCIAL SERVICES LLC,7-20-1001630,,,,
11832,"HORIZON MORTGAGE, LLC",7-20-1017813,,,,
11833,"EB CAPITAL MORTGAGE, LLC",7-20-1018158,FIRST CAPITAL MORTGAGE,391.0,3622.0,86.12787584183059
11834,"TOUCHSTONE HOME MORTGAGE, LLC",7-20-1018313,,,,
11835,"SECURSOURCE MORTGAGE, LLC",7-20-1068765,,,,
11836,"SUNSOUTH MORTGAGE, LLC",7-20-1207590,,,,
11837,"APM MORTGAGE, LLC",7-20-1379530,RPM Mortgage Inc,950.0,8287.0,81.24244675144583
11838,"BELGRAVIA MORTGAGE GROUP, LLC",7-20-1401154,,,,
11839,"GREAT EAST MORTGAGE, LLC",7-20-1401247,,,,
11840,AMERICAN SOUTHERN MORTGAGE SRV,7-20-1401376,,,,
11841,"SUMMIT NATIONAL MORTGAGE, LLC",7-20-1671394,,,,
11842,"BHS HOME LOANS, LLC",7-20-1671472,,,,
11843,"YOUNG HOMES MORTGAGE, LLC",7-20-1782538,,,,
11844,EMPIRE HOMES FINANCIAL SERVS,7-20-1888648,,,,
11845,SMC CAPITAL,7-2006300006,HMS Capital,549.0,3765.0,80.78597799251504
11846,OLYMPUS MORTGAGE COMPANY,7-2007800007,,,,
11847,"LENDIA, INC.",7-2022900002,,,,
11848,"FIRST STREET FINANCIAL, INC.",7-2033300001,,,,
11849,ALPINE LENDING LLC,7-2043200009,,,,
11850,SACRAMENTO 1ST MORTGAGE,7-2056200006,,,,
11851,CONSUMERS MORTGAGE CORP OF OHI,7-2070100003,CONSUMER FIRST MORTGAGE,210.0,7495.0,83.06376515326171
11852,MARQUEE MORTGAGE,7-2073500006,,,,
11853,SPECTRUM MORTGAGE SERVICES,7-2075100005,,,,
11854,LONG MORTGAGE COMPANY,7-2095400004,,,,
11855,"PRO FUNDING, INC.",7-2117700008,,,,
11856,"LANDOVER MORTGAGE, LLC",7-2119500009,,,,
11857,"ADVENT MORTGAGE, LLC",7-2120900003,ACCENT MORTGAGE SERVICES INC,16.0,911.0,80.4655722662095
11858,"GRAYSTONE MORTGAGE, LLC",7-2122400001,GRAYSTONE MORTGAGE CORP,501.0,772.0,100.0
11859,SPECTRUM FUNDING CORPORATION,7-2130700003,,,,
11860,TMG REAL ESTATE & FINANCIAL,7-2132100007,,,,
11861,PERFORMANCE PLUS LENDING LLC,7-2134800006,,,,
11862,"CU WEST MORTGAGE, INC.",7-2137100009,,,,
11863,RESIDENTIAL FINANCE AMERICA,7-2139700007,,,,
11864,"OLD VIRGINIA MORTGAGE, INC.",7-2140700008,,,,
11865,"HOMEQUEST CAPITAL FUNDING, LLC",7-2147800003,,,,
11866,ARTEMIS MORTGAGE CORPORATION,7-2169500001,,,,
11867,ALL AMERICAN FINANCIAL SERVICE,7-2190900000,,,,
11868,"MORTGAGE CENTRE - PLAZA, L.C.",7-2191700005,,,,
11869,FIRST LARIDIAN MORTGAGE COMPAN,7-22-3235638,,,,
11870,"NEW DAY FINANCIAL, LLC.",7-22-3887207,New Day Financial Llc,823.0,11348.0,100.0
11871,"SMITH FAMILY MORTGAGE, LLC",7-22-3889307,,,,
11872,HERITAGE LENDING & INVESTMENTS,7-2204000008,,,,
11873,AMERICAN GENERAL FIN.SERV.(DE),7-23-2425397,,,,
