,original_name,match_name,score,match_index
533,warrick federal credit union,uk federal credit union,78.01167815287488,5874
534,peoples federal credit union,peoples bank,47.29448581273135,14671
535,west va federal credit union,ria federal credit union,77.38824491025458,9381
536,ria federal credit union,ria federal credit union,100.0,11975
537,usalliance federal credit union,usalliance federal credit unio,98.39161962996947,2886
538,suffolk federal credit union,suffolk federal credit union,100.0,10275
539,coastal federal credit union,coastal federal credit union,100.0,7578
540,midatlantic federal credit union,midatlantic federal credit union,100.0,13844
541,cross valley federal credit union,cross valley federal credit union,100.0,13247
542,teg federal credit union,teg federal credit union,100.0,3985
543,ut federal credit union,ut federal credit union,100.0,679
544,americhoice federal credit union,americhoice fcu,61.6662146339522,680
545,franklin mint federal credit union,franklin mint federal cu,82.50078219682072,681
546,xceed financial federal credit union,xceed financial federal credit,91.32508669784278,4969
547,verity credit union,verity credit union,100.0,6985
548,beach municipal fed credit union,municipal credit union,76.03489209750613,10319
549,johns hopkins federal credit union,johns hopkins federal credit u,93.02468876657284,2896
550,colorado credit union,colorado credit union,100.0,5183
551,cpm federal credit union,cpm federal credit union,100.0,6764
552,gpo federal credit union,lanco federal credit union,84.07203263493024,10269
553,americu credit union,americu credit union,100.0,12181
554,midflorida credit union,midflorida credit union,100.0,14394
555,michigan state university federal credit union,michigan state university federal credit union,100.0,13393
556,digital federal credit union,digital federal credit union,100.0,5871
557,mutual security credit union,mutual security credit union,100.0,13775
558,notre dame federal credit union,notre dame federal credit unio,98.41309686078363,8498
559,founders federal credit union,founders federal credit union,100.0,6768
560,university of ky federal credit union,university credit union,73.45859490784053,7683
561,telcoe federal credit union,telcoe federal credit union,100.0,12806
562,somerset federal credit union,somerset federal credit union,100.0,692
563,northcountry federal credit union,northcountry federal credit un,95.26866394214387,11154
564,wings financial credit union,wings financial credit union,100.0,7808
565,hiway federal credit union,hiway federal credit union,100.0,5880
566,san antonio federal credit union,san antonio federal credit uni,96.87306176738505,8506
567,bellco credit union,bellco credit union,100.0,6970
568,denver community credit union,denver community credit union,100.0,12200
569,allegacy federal credit union,allegacy federal credit union,100.0,4988
570,tinker federal credit union,tinker federal credit union,100.0,4007
571,webster first federal credit union,webster first federal credit u,93.5784882025168,6779
572,greylock federal credit union,greylock federal credit union,100.0,1811
573,esl federal credit union,esl federal credit union,100.0,12814
574,texar federal credit union,texar federal credit union,100.0,4992
575,water power community credit union,water and power community cred,79.2979222777077,4229
576,members credit union,members credit union,100.0,5898
577,washington state employees credit union,washington state employees credit union,100.0,13322
578,gecu of el paso,gecu of el paso,100.0,11176
579,tcu teachers credit union,teachers credit union,86.89671768484656,9425
580,credit union of america,credit union of america,100.0,12833
581,america first credit union,america first credit union,100.0,1817
582,gulf winds federal credit union,gulf winds federal credit unio,98.33206389696039,8517
583,sunshine state credit union,sunshine state credit union,100.0,1825
584,anoka hennepin credit union,anoka hennepin credit union,100.0,5006
585,municipal credit union,municipal credit union,100.0,7622
586,charlotte metro credit union,charlotte metro credit union,100.0,1828
587,great lakes credit union,great lakes credit union,100.0,5009
588,state employees credit union,state employees credit union,100.0,5121
589,city county credit union,city county credit union,100.0,12023
590,northwest community credit union,northwest community cu,80.23691875358394,7661
591,ih ms valley credit union,valley bank,38.28418971789122,3488
592,weokie credit union foundation,weokie credit union,79.54051500681086,2938
593,st louis community credit union,st louis community credit uni,96.65189436900438,7628
594,financial center credit union,financial center credit union,100.0,4034
595,associated credit union,associated credit union,100.0,6806
596,community trust credit union,community trust credit union,100.0,7632
597,tulsa teachers credit union,tulsa teachers credit union,100.0,6809
598,tulsa federal employees credit union,tulsa federal employees credit,90.96952036054303,5021
599,patelco credit union,patelco credit union,100.0,10492
600,family security credit union,family security credit union,100.0,5918
601,commonwealth credit union,commonwealth credit union,100.0,4042
602,public service credit union,public service credit union,100.0,5984
603,arrowhead credit union,arrowhead credit union,100.0,1845
604,family credit union,the family credit union,85.22355408507397,12848
605,california credit union,california credit union,100.0,5924
606,redwood credit union,redwood credit union,100.0,12850
607,scott credit union,scott credit union,100.0,14075
608,new horizons credit union,new horizons credit union,100.0,7641
609,use credit union,use credit union,100.0,12040
610,capital credit union,capital bank,50.16452669000302,7361
611,consumers professional credit union,consumers credit union,76.35003008016041,13589
612,members first credit union,members first credit union,100.0,745
613,chaco credit union inc,chaco credit union inc,100.0,6822
614,san diego metropolitan credit union,san diego metropolitan credit,90.65681243168795,5035
615,san diego county credit union,san diego county credit union,100.0,9447
616,valley credit union,valley bank,50.823874961691615,2387
617,seven seventeen credit union,seven seventeen credit union,100.0,12854
618,deere harvester credit union,deere harvester credit union,100.0,751
619,first fl credit union,first credit union,90.03308119032958,10481
620,kalsee credit union,kalsee credit union,100.0,4060
621,cyprus credit union,cyprus credit union,100.0,13598
622,numark credit union,numark credit union,100.0,6831
623,florida telco credit union,florida telco credit union,100.0,4065
624,kemba credit union inc,kemba credit union inc,100.0,764
625,golden 1 credit union,the golden 1 credit union,86.83205178818014,6835
626,first federal credit union,first federal credit union,100.0,14634
627,credit union one,credit union one,100.0,12065
628,melrose credit union,melrose credit union,100.0,11211
629,members choice credit union,members credit union,83.11084228808618,10313
630,lake trust credit union,lake trust credit union,100.0,12057
631,grand rapids federal emp crdt un,granite federal credit union,65.27835576221746,13618
632,team one credit union,team one credit union,100.0,770
633,consumers credit union,consumers credit union,100.0,6845
634,oklahoma central credit union,oklahoma central credit union,100.0,13410
635,goldenwest credit union,goldenwest credit union,100.0,14235
636,mountain america credit union,mountain america credit union,100.0,8514
637,firstmark credit union,firstmark credit union,100.0,7671
638,lake mi credit union,lake city bank,49.249985096338804,9032
639,boulder valley credit union,boulder valley credit union,100.0,8573
640,boeing employees credit union,boeing employees credit union,100.0,10663
641,landmark credit union,landmark bank,54.845964625359144,12515
642,riverside county credit union,riverside bank,51.893607378141525,8292
643,meridian credit union ltd,meridian credit union,91.21303819879834,780
644,affinity credit union,affinity credit union,100.0,14467
645,telhio credit union inc,telhio credit union,90.80174830857942,12877
646,central credit union,central credit union,100.0,1889
647,arizona central credit union,arizona central credit union,100.0,10365
648,financial plus credit union,financial plus credit union,100.0,8579
649,collins credit union,collins community credit union,78.48629015201732,12880
650,summit credit union,summit credit union,100.0,5133
651,listerhill credit union,listerhill credit union,100.0,4092
652,university credit union,university credit union,100.0,5071
653,selco mortgage co llc,selco mortgage company llc,87.42919781516149,791
654,boeing wichita credit union,boeing employees credit union,66.99968101104974,4083
655,unitus community credit union,unitus community credit union,100.0,7685
656,community credit union,community credit union,100.0,1970
657,telco community credit union,telco community credit union,100.0,12887
658,linn area credit union,linn area credit union,100.0,10374
659,hawaii central credit union,hawaii central credit union,100.0,6865
660,alliance credit union,alliance credit union,100.0,14531
661,st marys bank,st marys bank,100.0,5079
662,excelsior credit union,excelsior credit union,100.0,3010
663,dupaco community credit union,dupaco community credit union,100.0,9486
664,mazuma credit union,mazuma credit union,100.0,14376
665,psecu pa state employee credit union,state employee credit union,80.2928531152728,4150
666,credit union of denver,credit union of denver,100.0,7696
667,dutrac community credit union,dutrac community credit union,100.0,13250
668,uncle credit union,uncle credit union,100.0,10385
669,credit union of co,credit union one,82.5323053539354,9469
670,community choice credit union,community choice credit union,100.0,12901
671,universal 1 credit union inc,universal 1 credit union,92.54537128429958,8603
672,sunwest educational credit union,sunwest educational credit union,100.0,12904
673,south div credit union,south division credit union,87.73292468149734,6884
674,dexter credit union,dexter credit union,100.0,9503
675,oregon community credit union,oregon community credit union,100.0,820
676,peoples credit union,peoples bank,52.51062374135616,14671
677,credit union 1,credit union 1,100.0,8611
678,trumark financial credit union,trumark financial credit union,100.0,12911
679,wrightpatt credit union inc,wrightpatt credit union,92.23335218947958,5998
680,secu credit union,secu credit union,100.0,3035
681,sound credit union,sound credit union,100.0,6893
682,industrial credit union,industrial credit union,100.0,6049
683,provident credit union,provident bank,60.28695754799968,4807
684,metro credit union,metro credit union,100.0,10350
685,harborstone credit union,harborstone credit union,100.0,11267
686,educators credit union,educators credit union,100.0,4174
687,uw credit union,uw credit union,100.0,11269
688,southern select credit union,southern select comm cu,70.94458577190763,836
689,california coast credit union,california credit union,87.40954513950528,8545
690,point breeze credit union,point breeze credit union,100.0,4140
691,greenwood credit union,greenwood credit union,100.0,1944
