,original_name,match_name,score,match_index
3271,south jersey federal credit union,south jersey federal credit un,95.34929661997298,6685
3272,member one federal credit union,member one fcu,60.93954249688897,3907
3273,kinecta federal credit union,kinecta federal credit union,100.0,14361
3274,western sun federal credit union,western sun federal credit uni,96.86445652683497,5792
3275,gcs federal credit union,gcs federal credit union,100.0,6689
3276,summit federal credit union,summit credit union,78.59895814565321,12134
3277,kellogg community federal credit union,kellogg community credit union,86.81444929930292,13229
3278,united southeast federal credit union,united southeast federal c u,86.06218964205432,1715
3279,beaver valley federal credit union,beaver valley fcu,66.91765971044988,3915
3280,sac federal credit union,sac federal credit union,100.0,6694
3281,family first federal credit union,the family credit union,65.5674285339682,6815
3282,glass city federal credit union,glass city federal credit unio,98.33089970277751,7522
3283,navy federal credit union,navy federal credit union,100.0,13155
3284,harvesters federal credit union,harvesters federal credit union,100.0,12744
3285,andrews federal credit union,andrews federal credit union,100.0,12745
3286,ornl federal credit union,ornl federal credit union,100.0,11928
3287,alaska usa federal credit union,alaska usa federal credit unio,98.42550723814044,4910
3288,sun east federal credit union,sun east federal credit union,100.0,1727
3289,dearborn federal credit union,harborone credit union,72.1506511585063,4173
3290,one nv credit union,credit union one,71.04655338211442,8572
3291,merck sharp dohme federal credit union,merck sharp dohme fcu,68.7328315112799,7531
3292,neches federal credit union,neches federal credit union,100.0,14368
3293,members 1st federal credit union,members 1st fcu,59.44143045736481,12751
3294,abilene teachers federal credit union,teachers credit union,67.19933004295704,5004
3295,y12 federal credit union,y12 federal credit union,100.0,14145
3296,people first federal credit union,people first fcu,62.24774521978694,624
3297,columbus metro federal credit union,columbus metro federal credit,90.3090959716945,4918
3298,1st advantage federal credit union,1st advantage federal credit u,93.4678124154969,6713
3299,hughes federal credit union,hughes federal credit union,100.0,7538
3300,redstone federal credit union,redstone federal credit union,100.0,7539
3301,dort federal credit union,dort federal credit union,100.0,6716
3302,cbc federal credit union,cbc federal credit union,100.0,8445
3303,truliant federal credit union,truliant federal credit union,100.0,10236
3304,white sands federal credit union,white sands federal cu,80.18135285024108,5823
3305,bank lantec fin fed credit union,bank lantec,50.28702055443849,3866
3306,teachers federal credit union,teachers credit union,82.52362380116774,2926
3307,genco federal credit union,genco federal credit union,100.0,9348
3308,finance center federal credit union,finance center federal c u,83.90269816481371,1746
3309,direct federal credit union,direct federal credit union,100.0,6724
3310,hanscom federal credit union,hanscom federal credit union,100.0,11105
3311,ln federal credit union,ln federal credit union,100.0,11107
3312,yolo federal credit union,lanco federal credit union,80.89053330542191,3977
3313,robins federal credit union,robins federal credit union,100.0,642
3314,eglin federal credit union,eglin federal credit union,100.0,10246
3315,mccoy federal credit union,mccoy federal credit union,100.0,13974
3316,heritage trust federal credit union,heritage trust federal credit union,100.0,14112
3317,safe federal credit union,safe credit union,78.47373317086107,13760
3318,max federal credit union,max federal credit union,100.0,3954
3319,university of hi federal credit union,university credit union,74.1668022933219,14040
3320,utah community credit union,utah community credit union,100.0,10251
3321,tyndall federal credit union,tyndall federal credit union,100.0,5835
3322,arkansas federal credit union,arkansas federal credit union,100.0,5836
3323,security service federal credit union,security service fcu,68.70942373535108,4941
3324,shreveport federal credit union,shreveport federal credit unio,98.38235065975297,11959
3325,sandia area federal credit union,sandia area federal credit uni,96.98308150464247,4943
3326,family trust federal credit union,family trust fed credit union,92.52465544256094,2867
3327,ent federal credit union,ent federal credit union,100.0,7561
3328,bay federal credit union,bay bank,24.706801417883707,2638
3329,chartway federal credit union,chartway federal credit union,100.0,11121
3330,abnb federal credit union,abnb federal credit union,100.0,5843
3331,vista federal credit union,vista federal credit union,100.0,660
3332,virginia beach schools federal credit union,virginia beach schools fcu,72.75036660059543,2873
3333,diamond valley federal credit union,diamond valley fcu,66.22961308090608,11123
3334,mission federal credit union,mission federal credit union,100.0,7566
3335,hartford federal credit union,hartford federal credit union,100.0,664
3336,asi federal credit union,asi federal credit union,100.0,5849
3337,pinnacle federal credit union,pinnacle federal credit union,100.0,10266
3338,midhudson valley federal credit union,midhudson valley federal cred,87.17796966200085,2880
3339,heritage federal credit union,heritage federal credit union,100.0,8478
3340,warrick federal credit union,uk federal credit union,78.01167815287488,5874
3341,lanco federal credit union,lanco federal credit union,100.0,3977
3342,peoples federal credit union,peoples bank,47.29448581273135,14671
3343,west va federal credit union,ria federal credit union,77.38824491025458,9381
3344,ria federal credit union,ria federal credit union,100.0,11975
3345,usalliance federal credit union,usalliance federal credit unio,98.39161962996947,2886
3346,suffolk federal credit union,suffolk federal credit union,100.0,10275
3347,coastal federal credit union,coastal federal credit union,100.0,7578
3348,midatlantic federal credit union,midatlantic federal credit union,100.0,13844
3349,cross valley federal credit union,cross valley federal credit union,100.0,13247
3350,teg federal credit union,teg federal credit union,100.0,3985
3351,ut federal credit union,ut federal credit union,100.0,679
3352,americhoice federal credit union,americhoice fcu,61.6662146339522,680
3353,franklin mint federal credit union,franklin mint federal cu,82.50078219682072,681
3354,xceed financial federal credit union,xceed financial federal credit,91.32508669784278,4969
3355,beach municipal fed credit union,municipal credit union,76.03489209750613,10319
3356,johns hopkins federal credit union,johns hopkins federal credit u,93.02468876657284,2896
3357,cpm federal credit union,cpm federal credit union,100.0,6764
3358,gpo federal credit union,lanco federal credit union,84.07203263493024,10269
3359,midflorida credit union,midflorida credit union,100.0,14394
3360,michigan state university federal credit union,michigan state university federal credit union,100.0,13393
3361,digital federal credit union,digital federal credit union,100.0,5871
3362,notre dame federal credit union,notre dame federal credit unio,98.41309686078363,8498
3363,founders federal credit union,founders federal credit union,100.0,6768
3364,university of ky federal credit union,university credit union,73.45859490784053,7683
3365,telcoe federal credit union,telcoe federal credit union,100.0,12806
3366,somerset federal credit union,somerset federal credit union,100.0,692
3367,northcountry federal credit union,northcountry federal credit un,95.26866394214387,11154
3368,wings financial credit union,wings financial credit union,100.0,7808
3369,hiway federal credit union,hiway federal credit union,100.0,5880
3370,san antonio federal credit union,san antonio federal credit uni,96.87306176738505,8506
3371,denver community credit union,denver community credit union,100.0,12200
3372,allegacy federal credit union,allegacy federal credit union,100.0,4988
3373,tinker federal credit union,tinker federal credit union,100.0,4007
3374,webster first federal credit union,webster first federal credit u,93.5784882025168,6779
3375,greylock federal credit union,greylock federal credit union,100.0,1811
3376,esl federal credit union,esl federal credit union,100.0,12814
3377,texar federal credit union,texar federal credit union,100.0,4992
3378,first federal credit union,first federal credit union,100.0,14634
3379,members credit union,members credit union,100.0,5898
3380,washington state employees credit union,washington state employees credit union,100.0,13322
3381,gecu of el paso,gecu of el paso,100.0,11176
3382,tcu teachers credit union,teachers credit union,86.89671768484656,9425
3383,credit union of america,credit union of america,100.0,12833
3384,america first credit union,america first credit union,100.0,1817
3385,gulf winds federal credit union,gulf winds federal credit unio,98.33206389696039,8517
3386,sunshine state credit union,sunshine state credit union,100.0,1825
3387,anoka hennepin credit union,anoka hennepin credit union,100.0,5006
3388,municipal credit union,municipal credit union,100.0,7622
3389,charlotte metro credit union,charlotte metro credit union,100.0,1828
3390,great lakes credit union,great lakes credit union,100.0,5009
3391,state employees credit union,state employees credit union,100.0,5121
3392,northwest community credit union,northwest community cu,80.23691875358394,7661
3393,ih ms valley credit union,valley bank,38.28418971789122,3488
3394,weokie credit union foundation,weokie credit union,79.54051500681086,2938
3395,st louis community credit union,st louis community credit uni,96.65189436900438,7628
3396,financial center credit union,financial center credit union,100.0,4034
3397,associated credit union,associated credit union,100.0,6806
3398,community trust credit union,community trust credit union,100.0,7632
3399,tulsa teachers credit union,tulsa teachers credit union,100.0,6809
3400,tulsa federal employees credit union,tulsa federal employees credit,90.96952036054303,5021
3401,patelco credit union,patelco credit union,100.0,10492
3402,family security credit union,family security credit union,100.0,5918
3403,associated credit union of tx,associated credit union of tx,100.0,12845
3404,commonwealth credit union,commonwealth credit union,100.0,4042
3405,public service credit union,public service credit union,100.0,5984
3406,arrowhead credit union,arrowhead credit union,100.0,1845
3407,family credit union,the family credit union,85.22355408507397,12848
3408,california credit union,california credit union,100.0,5924
3409,redwood credit union,redwood credit union,100.0,12850
3410,new horizons credit union,new horizons credit union,100.0,7641
3411,scott credit union,scott credit union,100.0,14075
3412,use credit union,use credit union,100.0,12040
3413,capital credit union,capital bank,50.16452669000302,7361
3414,valley credit union,valley bank,50.823874961691615,2387
3415,consumers professional credit union,consumers credit union,76.35003008016041,13589
3416,members first credit union,members first credit union,100.0,745
3417,chaco credit union inc,chaco credit union inc,100.0,6822
3418,san diego metropolitan credit union,san diego metropolitan credit,90.65681243168795,5035
3419,san diego county credit union,san diego county credit union,100.0,9447
3420,seven seventeen credit union,seven seventeen credit union,100.0,12854
3421,deere harvester credit union,deere harvester credit union,100.0,751
3422,first fl credit union,first credit union,90.03308119032958,10481
3423,kalsee credit union,kalsee credit union,100.0,4060
3424,cyprus credit union,cyprus credit union,100.0,13598
3425,dupage credit union,dupage credit union,100.0,12205
3426,numark credit union,numark credit union,100.0,6831
3427,florida telco credit union,florida telco credit union,100.0,4065
3428,golden 1 credit union,the golden 1 credit union,86.83205178818014,6835
3429,kemba credit union inc,kemba credit union inc,100.0,764
3430,credit union one,credit union one,100.0,12065
3431,melrose credit union,melrose credit union,100.0,11211
3432,lake trust credit union,lake trust credit union,100.0,12057
3433,grand rapids federal emp crdt un,granite federal credit union,65.27835576221746,13618
3434,river valley credit union,river valley credit union,100.0,5055
3435,team one credit union,team one credit union,100.0,770
3436,consumers credit union,consumers credit union,100.0,6845
3437,oklahoma central credit union,oklahoma central credit union,100.0,13410
3438,goldenwest credit union,goldenwest credit union,100.0,14235
3439,mountain america credit union,mountain america credit union,100.0,8514
3440,firstmark credit union,firstmark credit union,100.0,7671
3441,lake mi credit union,lake city bank,49.249985096338804,9032
3442,boulder valley credit union,boulder valley credit union,100.0,8573
3443,boeing employees credit union,boeing employees credit union,100.0,10663
3444,landmark credit union,landmark bank,54.845964625359144,12515
3445,riverside county credit union,riverside bank,51.893607378141525,8292
3446,meridian credit union ltd,meridian credit union,91.21303819879834,780
3447,affinity credit union,affinity credit union,100.0,14467
3448,telhio credit union inc,telhio credit union,90.80174830857942,12877
3449,central credit union,central credit union,100.0,1889
3450,arizona central credit union,arizona central credit union,100.0,10365
3451,financial plus credit union,financial plus credit union,100.0,8579
3452,collins credit union,collins community credit union,78.48629015201732,12880
3453,summit credit union,summit credit union,100.0,5133
3454,listerhill credit union,listerhill credit union,100.0,4092
3455,university credit union,university credit union,100.0,5071
3456,selco mortgage co llc,selco mortgage company llc,87.42919781516149,791
3457,unitus community credit union,unitus community credit union,100.0,7685
3458,community credit union,community credit union,100.0,1970
3459,telco community credit union,telco community credit union,100.0,12887
3460,linn area credit union,linn area credit union,100.0,10374
3461,hawaii central credit union,hawaii central credit union,100.0,6865
3462,alliance credit union,alliance credit union,100.0,14531
3463,state center credit union,state center credit union,100.0,1905
3464,st marys bank,st marys bank,100.0,5079
3465,excelsior credit union,excelsior credit union,100.0,3010
3466,dupaco community credit union,dupaco community credit union,100.0,9486
3467,mazuma credit union,mazuma credit union,100.0,14376
3468,psecu pa state employee credit union,state employee credit union,80.2928531152728,4150
3469,credit union of denver,credit union of denver,100.0,7696
3470,dutrac community credit union,dutrac community credit union,100.0,13250
3471,uncle credit union,uncle credit union,100.0,10385
3472,credit union of co,credit union one,82.5323053539354,9469
3473,community choice credit union,community choice credit union,100.0,12901
3474,universal 1 credit union inc,universal 1 credit union,92.54537128429958,8603
3475,sunwest educational credit union,sunwest educational credit union,100.0,12904
3476,south div credit union,south division credit union,87.73292468149734,6884
3477,dexter credit union,dexter credit union,100.0,9503
3478,oregon community credit union,oregon community credit union,100.0,820
3479,peoples credit union,peoples bank,52.51062374135616,14671
3480,credit union 1,credit union 1,100.0,8611
3481,trumark financial credit union,trumark financial credit union,100.0,12911
3482,wrightpatt credit union inc,wrightpatt credit union,92.23335218947958,5998
3483,secu credit union,secu credit union,100.0,3035
3484,sound credit union,sound credit union,100.0,6893
3485,industrial credit union,industrial credit union,100.0,6049
3486,provident credit union,provident bank,60.28695754799968,4807
3487,metro credit union,metro credit union,100.0,10350
3488,harborstone credit union,harborstone credit union,100.0,11267
3489,educators credit union,educators credit union,100.0,4174
3490,uw credit union,uw credit union,100.0,11269
3491,southern select credit union,southern select comm cu,70.94458577190763,836
3492,california coast credit union,california credit union,87.40954513950528,8545
3493,point breeze credit union,point breeze credit union,100.0,4140
3494,greenwood credit union,greenwood credit union,100.0,1944
3495,coventry credit union,coventry credit union,100.0,4142
3496,guardian credit union,guardian credit union,100.0,13269
3497,community first credit union,community first credit union,100.0,8664
3498,pioneer credit union,pioneer credit union,100.0,8630
3499,coastway credit union,coastway credit union,100.0,5118
3500,leominster credit union,leominster credit union,100.0,10415
3501,wescom credit union,wescom credit union,100.0,4148
3502,members plus credit union,members plus credit union,100.0,12930
3503,fox communities credit union,fox communities credit union,100.0,5120
3504,first community credit union,first community credit union,100.0,13283
3505,freedom credit union,freedom credit union,100.0,14380
3506,1st security credit union,secu,25.656231176859233,826
3507,royal credit union,royal credit union,100.0,8638
3508,day air credit union,day air credit union,100.0,12936
3509,virginia credit union,virginia credit union,100.0,10424
3510,granite credit union,granite credit union,100.0,10308
3511,code credit union,code credit union,100.0,14223
3512,numerica credit union,numerica credit union,100.0,11285
3513,horizon credit union,horizon bank,54.69406389867606,3640
3514,enterprise credit union,enterprise cu,70.98597634883222,860
3515,hawthorne credit union,hawthorne credit union,100.0,6919
3516,utah central credit union,utah central credit union,100.0,1967
3517,deseret first credit union,deseret first credit union,100.0,4017
3518,state central credit union,state central credit union,100.0,5134
3519,rhode island credit union,rhode island credit union,100.0,14091
3520,pawtucket credit union,pawtucket credit union,100.0,7747
3521,space coast credit union,space coast credit union,100.0,6036
3522,envision credit union,envision credit union,100.0,3077
3523,harborone bank,harborone bank,100.0,9271
3524,brockton credit union,credit union 1,62.96565897243952,6888
3525,communityamerica credit union,communityamerica credit union,100.0,11299
3526,florida central credit union,florida central credit union,100.0,4177
3527,city credit union,city credit union,100.0,8661
3528,vantage credit union,vantage credit union,100.0,1983
3529,sharon credit union,sharon credit union,100.0,8663
3530,eecu credit union,eecu,39.293579032024724,7758
3531,old hickory credit union,old hickory credit union,100.0,11307
3532,crescent credit union,crescent credit union,100.0,3091
3533,sierra central credit union,sierra central credit union,100.0,886
3534,first south credit union,first south credit union,100.0,5154
3535,knoxville tva employees credit union,knoxville tva employees credit,90.72446848954033,11311
3536,eastman credit union,eastman credit union,100.0,5156
3537,columbia credit union,columbia bank,52.447140945362136,13400
3538,spokane teachers credit union,spokane teachers credit union,100.0,10456
3539,qualstar credit union,qualstar credit union,100.0,892
3540,global credit union,global credit union,100.0,5159
3541,forum credit union,forum credit union,100.0,12966
3542,belco community credit union,belco community credit union,100.0,12161
3543,indiana members credit union,indiana members credit union,100.0,7771
3544,centra credit union,centra credit union,100.0,6953
3545,tapco credit union,tapco credit union,100.0,12971
3546,florida commerce credit union,florida commerce credit union,100.0,4200
3547,velocity credit union,velocity credit union,100.0,6062
3548,safe credit union,safe credit union,100.0,5167
3549,first entertainment credit union,first entertainment credit uni,96.96403067068815,6064
3550,service credit union,service credit union,100.0,11325
3551,point loma credit union,point loma credit union,100.0,905
3552,technology credit union,technology credit union,100.0,7779
3553,campus usa credit union,campus federal credit union,77.47750382994792,14114
3554,meriwest credit union,meriwest credit union,100.0,12171
3555,schools financial credit union,schools financial credit union,100.0,6068
3556,valley first credit union,valley first credit union,100.0,6069
3557,cabrillo credit union,cabrillo credit union,100.0,13671
3558,pscu inc,secu credit union,40.22360150854454,5999
3559,fairwinds credit union,fairwinds credit union,100.0,2017
3560,credit union west,credit union west,100.0,4213
3561,illiana financial credit union,illiana financial credit union,100.0,8693
3562,premier america credit union,premier america credit union,100.0,3121
3563,travis credit union,travis credit union,100.0,915
3564,americu credit union,americu credit union,100.0,12181
3565,bellco credit union,bellco credit union,100.0,6970
3566,resource one credit union,resource one credit union,100.0,918
3567,colorado credit union,colorado credit union,100.0,5183
3568,first credit union,first credit union,100.0,4220
3569,north island financial credit union,north island credit union,82.58544622924374,12184
3570,ventura county credit union,ventura county credit union,100.0,12185
3571,lbs financial credit union,lbs financial credit union,100.0,7795
3572,tropical financial credit union,tropical financial credit unio,98.40412367154663,6978
3573,mutual security credit union,mutual security credit union,100.0,13775
3574,matadors community credit union,matadors community credit union,100.0,12995
3575,vystar credit union,vystar credit union,100.0,6088
3576,water power community credit union,water and power community cred,79.2979222777077,4229
3577,pacific marine credit union,pacific marine credit union,100.0,6090
3578,safeamerica credit union,safeamerica credit union,100.0,4231
3579,verity credit union,verity credit union,100.0,6985
3580,los angeles firemens credit union,los angeles firemens cr union,92.99373317641874,3140
3581,alabama telco credit union,alabama telco credit union,100.0,4235
3582,homebound mortgage inc,homebound mortgage,88.93670746444407,936
3583,homeland mortgage inc,homeland mortgage company,80.90411806311228,2045
3584,wmc mortgage corp,wmc mortgage corp,100.0,2047
3585,guild mortgage co,guild mortgage company,85.75263808156367,6098
3586,advanced financial services,advanced financial services in,95.00250991460636,941
3587,mccue mortgage co,the mccue mortgage company,75.01885450705487,6996
3588,sunshine mortgage corp,sunshine mortgage corporation,85.79841418162565,944
3589,mortgage concepts inc,mortgage concepts,89.24384383136892,945
3590,windsor financial mortgage corp,mortgage financial inc,55.29768892025869,7075
3591,graystone mortgage corp,meritage mortgage corp,70.61235058775975,1061
3592,benchmark lending group inc,benchmark lending group inc,100.0,2053
3593,consolidated mortgage co,first consolidated mortgage co,83.88010663104075,3155
3594,security mortgage services inc,security mortgage services,92.77776218401765,948
3595,optimum mortgage services inc,optimum mortgage services inc,100.0,3232
3596,lakeland mortgage corp,lakeland bank,52.42220199297161,5547
3597,first financial equities inc,first financial equities inc,100.0,2057
3598,mortgage now inc,mortgage now inc,100.0,2058
3599,northeast mortgage inc,northeast bank,62.49692081568172,13339
3600,mount vernon mortgage corp,union home mortgage corp,69.99364770550739,9659
3601,one source mortgage corp,one source mortgage llc,87.96210319813932,3159
3602,funding source llc,the funding source llc,84.36396334421237,3160
3603,morgan stanley,morgan stanley,100.0,1021
3604,central states mortgage,kings mortgage,48.91514500761347,5205
3605,pacific coast mortgage,pacific northwest mortgage in,71.35844867747807,2240
3606,hamilton mortgage co,hamilton mortgage company,88.2855796292116,2062
3607,axiom financial llc,axiom financial llc,100.0,11462
3608,primary residential mortgage inc,primary residential mortgage,93.32967307580215,8822
3609,first city funding,first choice funding,80.92214773645576,2087
3610,first continental mortgage ltd,first continental mortgage ltd,100.0,2066
3611,bridge capital corp,bridge capital corporation,83.85980092746932,960
3612,all fund mortgage,all fund mortgage,100.0,962
3613,credit union national assn inc,unity national bank,59.96433720142909,10710
3614,metrocities mortgage llc,metrocities mortgage llc,100.0,4258
3615,slm corp,slm financial corp,53.45499627655532,965
3616,franklin financial investor,franklin first financial,72.43651463611968,3165
3617,progressive lending llc,progressive lending llc,100.0,968
3618,mortgageit inc,mortgageit inc,100.0,969
3619,bristol financial group inc,bristol financial group inc,100.0,2077
3620,homestar industries inc,industrial credit union,45.53153630853713,5105
3621,finance america llc,finance america llc,100.0,972
3622,first capital mortgage,first capital mortgage,100.0,2078
3623,novastar mortgage inc,novastar mortgage inc,100.0,974
3624,wr starkey mortgage co,wr starkey mortgage,92.01491415852497,7003
3625,concorde acceptance corp,concorde acceptance corporatio,89.60154450851743,2083
3626,new century mortgage corp,century bank,39.75996703112852,9096
3627,peoples choice home loan inc,peoples choice home loan inc,100.0,978
3628,homebancorp inc,homebanc corp,70.41259596399358,3202
3629,first choice funding group ltd,first choice funding,79.80605380138599,2087
3630,paul karem mortgage inc,rpm mortgage inc,68.52478695629996,6131
3631,jg wentworth co,jg wentworth home lending,68.69065508217028,12268
3632,investors trust mortgage corp,investors trust mortgage inv,89.98174251302049,986
3633,plaza home mortgage inc,plaza home mortgage inc,100.0,10535
3634,standard mortgage corp,standard mortgage corp,100.0,11430
3635,clarity mortgage,clarity mortgage group,83.49798844785971,3189
3636,homefield financial inc,homefield financial inc,100.0,991
3637,american residential mortgage inc,american residential mortgage,93.76891020226591,1056
3638,pacific republic mortgage corp,pacific republic mortgage corp,100.0,993
3639,oak street mortgage llc,oak street mortgage,88.69129099255352,2097
3640,bergin financial inc,bergin financial inc,100.0,4273
3641,home loan center,home loan center,100.0,7010
3642,amerisave mortgage corp,amerisave mortgage corporation,87.05226504096905,7840
3643,wilmington finance inc,wilmington finance inc,100.0,999
3644,ameriquest capital corp,capital bank,41.551895407053266,5539
3645,amstar mortgage inc,amstar mortgage corporation,77.16831725141357,3199
3646,aegis lending corp,aegis lending corporation,83.09798715893567,3200
3647,maverick residential mortgage inc,maverick residential mortgage,93.54174871418263,3203
3648,eagle home mortgage,eagle home mortgage,100.0,2163
3649,towne mortgage co,towne mortgage,88.96454834360239,2110
3650,hamilton national mortgage co,first national mortgage co,78.76787071108188,3253
3651,gershman mortgage,shore mortgage,61.38863096627727,6164
3652,james b nutter co,james b nutter co,100.0,2115
3653,paramount mortgage co,paramount mortgage company,89.29988790088709,7021
3654,keystone financial inc,keystone financial,90.26905573165523,5229
3655,bls funding corp,impac funding corp,67.21376076408038,1076
3656,phh corp,phh mortgage corporation,46.80529379147111,6134
3657,nothnagle home sercurities corp,nothnagle home securities corp,97.89259509499315,10507
3658,syracuse securities inc,syracuse securities inc,100.0,4295
3659,mid america mortgage inc,mortgage america inc,70.86489994271719,4375
3660,harry mortgage co,harry mortgage co,100.0,3231
3661,midland mortgage corp,midland mortgage corporation,85.38246958130351,4301
3662,vanderbilt mortgage finance inc,vanderbilt mortgage,72.37904377352038,5243
3663,pultegroup inc,the mortgage group inc,42.15823010056789,2150
3664,rocky mtn mortgage ltd,rocky mountain mortgage co,76.65442990432257,7865
3665,american internet mortgage inc,american internet mortgage inc,100.0,10553
3666,capital center llc,capital center llc,100.0,2143
3667,sound mortgage group,vinson mortgage group,80.29493832784648,10521
3668,gateway mortgage,gateway mortgage group,83.94163379482377,12279
3669,schmidt mortgage corp,schmidt mortgage corp,100.0,1039
3670,american freedom mortgage inc,american freedom mortgage inc,100.0,1040
3671,wallick volk inc,wallick volk inc,100.0,11456
3672,community lending services,comunity lending incorporated,65.5990749582003,3251
3673,mortgage group inc,the mortgage group inc,84.90797019187015,1043
3674,first national mortgage,first national mortgage co,93.72493486873496,3253
3675,scme mortgage bankers inc,scme mortgage bankers inc,100.0,3254
3676,mortgage house inc,mortgage it inc,74.08593509087912,6109
3677,castle mortgage,castle mortgage corporation,70.47679879057988,1048
3678,commonfund mortgage corp,commonfund mortgage corp,100.0,8786
3679,sierra pacific mortgage co inc,sierra pacific mortgage co inc,100.0,10565
3680,national finance co inc,merit financial inc,59.312972957032486,1081
3681,delta funding corp,delta funding corporation,82.64809225497771,1052
3682,nationwide mutual insurance co,bank mutual,38.8515729574515,1666
3683,american benefit mortgage inc,american benefit mortgage inc,100.0,2162
3684,eagle mortgage inc,eagle bank,47.2390639000027,206
3685,united capital mortgage corp,first capital mortgage corp,78.73513960592192,4262
3686,cherry creek mortgage co,cherry creek mortgage,93.4201844575498,5257
3687,golden empire mortgage corp,golden empire mortgage,89.92764116152317,1058
3688,interstate home loan center inc,home loan center inc,72.33892200174613,998
3689,platinum capital group inc,platinum capital group,91.6148694946005,3268
3690,majestic mortgage corp,majestic mortgage,86.25147886433359,3269
3691,best mortgage inc,best mortgage inc,100.0,2168
3692,united shore financial services llc,united shore financial services llc,100.0,13602
3693,freedom mortgage corp,freedom mortgage corp,100.0,6177
3694,accredited home lenders,accredited home lenders inc,92.04459216802258,5259
3695,first mortgage co,first rate mortgage,75.68638546141929,3250
3696,rock holdings inc,glen rock savings bank,42.39393315692659,13520
3697,network mortgage inc,network mortgage services inc,79.99414693727847,1068
3698,first ca mortgage co,first capital mortgage corp,82.82783852663354,4262
3699,united financial mgt group inc,integrated financial group,70.35413596103979,7835
3700,suburban mortgage assoc inc,suburban mortgage inc,85.25772563478684,3278
3701,academy mortgage corp,academy mortgage corp,100.0,12215
3702,mortgage market inc,mortgage market inc,100.0,3280
3703,first savings mortgage corp,home savings mortgage,68.76058168670556,1110
3704,southwest business corp,southwest bank,63.07741435565989,6406
3705,family home mortgage,family first fcu,45.70295298136494,5799
3706,coastal mortgage,coastal mortgage corporation,73.20619765011928,1133
3707,hcl finance,gte financial,52.91726173834793,11042
3708,impac mortgage holdings inc,impac mortgage corp,69.43070290004565,10594
3709,broadview mortgage co,broadview mortgage company,88.46108004490924,1077
3710,enterprise mortgage co,enterprise mortgage corp,95.51253825850411,2184
3711,milestone mortgage inc,milestone mortgage corporation,79.21602666403095,3288
3712,greenlight financial services,greenlight financial services,100.0,8756
3713,merit financial,merit financial inc,88.74587999483273,1081
3714,intercoastal mortgage co,intercoastal mortgage company,90.4599036048856,1083
3715,american financial network,american financial network,100.0,1084
3716,loancitycom,loancitycom,100.0,1085
3717,citywide mortgage co,citywide mortgage company,87.97865552101734,1086
3718,concord mortgage co,concord mortgage,91.2288087250038,1087
3719,cambridge mortgage corp,cambridge mortgage corporation,86.89775622107484,4354
3720,nationstar mortgage llc,nationstar mortgage llc,100.0,5271
3721,arlington capital mortgage corp,arlington capital mortgage,91.52267969668073,1090
3722,allied home mortgage capital corp,allied home mortgage capital c,93.1752491962988,3299
3723,allied mortgage capital corp,allied home mortgage capital c,84.25779701470817,5273
3724,comstock mortgage co,comstock mortgage,91.7060109831089,1093
3725,wall street mortgage bankers ltd,wall street mortgage bankers ltd,100.0,14294
3726,synergy mortgage,synergy mortgage corp,85.74690001393344,1095
3727,principal residential mortgage inc,principal residential mortgage,93.86000270594685,1096
3728,greentree mortgage corp,greentree mortgage co lp,92.9760469623544,3303
3729,summit mortgage corp,summit mortgage corporation,85.15049791684265,13351
3730,hr block inc,eloan inc,46.743445544407685,2074
3731,option one mortgage corp,option one mortgage corp,100.0,1100
3732,moneycorp,money corpfn,68.77927298418362,1101
3733,mortgage financial inc,mortgage financial inc,100.0,5280
3734,world wide financial services inc,world wide financial services,94.0155354072795,1103
3735,tam equity corp,bay equity llc,54.702338217262046,7842
3736,first priority financial,first priority financial,100.0,12313
3737,nation one mortgage co inc,option one mortgage corp,75.97357059656987,4366
3738,amerisouth mortgage co,amerisouth mortgage company,89.14373179788436,2210
3739,heritage plaza mortgage inc,plaza home mortgage inc,70.61010646021735,8755
3740,prosperity mortgage co,prosperity bank,63.81058056440104,2557
3741,alliance mortgage banking corp,alliance bank na,62.26108661419632,3357
3742,platinum mortgage,platinum home mortgage corp,75.21044351498011,7893
3743,vitek mortgage group,vitek mortgage group,100.0,7894
3744,gamco investors inc,investors bank,58.872244727256,13367
3745,home savings mortgage,home savings mortgage,100.0,2213
3746,american home mortgage corp,american home mortgage corp,100.0,3318
3747,leader mortgage inc,leader mortgage company inc,82.47915617625074,4374
3748,american home loans,american home loans,100.0,3320
3749,legacy mortgage,legacy mortgage,100.0,1114
3750,advanced mortgage group,advanced mortgage group corp,90.59593823078394,1115
3751,mortgage america inc,mortgage america inc,100.0,3321
3752,american equity mortgage inc,american equity mortgage inc,100.0,8809
3753,american mortgage express corp,american mortgage express corp,100.0,2221
3754,homestead funding corp,homestead funding corp,100.0,7081
3755,1st priority mortgage,1st priority mortgage inc,91.04805490592915,13877
3756,homebridge financial services inc,homebridge financial services inc,100.0,14105
3757,bnc mortgage inc,best mortgage inc,79.41748898369227,1062
3758,cmg mortgage inc,cmg mortgage inc,100.0,5251
3759,capital funding group,capital funding group,100.0,1126
3760,hci mortgage,hci mortgage,100.0,1127
3761,members mortgage co inc,members mortgage company inc,89.2345852310187,2230
3762,fieldstone holdings corp,fieldstone mortgage company,66.65542127839423,2231
3763,new freedom mortgage corp,new freedom mortgage corp,100.0,2234
3764,transland financial services inc,transland financial services,93.88041941646232,2235
